source_id,target_id,source_emotion,target_emotion,original_pred,patched_pred,success,layer,norm_depth,act_type,stimulus_set,condition
A-rage-08,A-grief-01,rage,grief,sadness,sadness,false,11,0.375,h,seta,within_set
A-rage-08,A-terror-01,rage,terror,fear,fear,false,11,0.375,h,seta,within_set
A-rage-08,A-ecstasy-01,rage,ecstasy,joy,joy,false,11,0.375,h,seta,within_set
A-rage-08,A-loathing-01,rage,loathing,disgust,disgust,false,11,0.375,h,seta,within_set
A-rage-08,A-amazement-01,rage,amazement,surprise,surprise,false,11,0.375,h,seta,within_set
A-rage-08,A-admiration-01,rage,admiration,trust,trust,false,11,0.375,h,seta,within_set
A-rage-08,A-vigilance-01,rage,vigilance,fear,fear,false,11,0.375,h,seta,within_set
A-grief-08,A-rage-01,grief,rage,anger,anger,false,11,0.375,h,seta,within_set
A-grief-08,A-terror-01,grief,terror,fear,fear,false,11,0.375,h,seta,within_set
A-grief-08,A-ecstasy-01,grief,ecstasy,joy,joy,false,11,0.375,h,seta,within_set
A-grief-08,A-loathing-01,grief,loathing,disgust,disgust,false,11,0.375,h,seta,within_set
A-grief-08,A-amazement-01,grief,amazement,surprise,surprise,false,11,0.375,h,seta,within_set
A-grief-08,A-admiration-01,grief,admiration,trust,trust,false,11,0.375,h,seta,within_set
A-grief-08,A-vigilance-01,grief,vigilance,fear,fear,false,11,0.375,h,seta,within_set
A-terror-08,A-rage-01,terror,rage,anger,anger,false,11,0.375,h,seta,within_set
A-terror-08,A-grief-01,terror,grief,sadness,sadness,false,11,0.375,h,seta,within_set
A-terror-08,A-ecstasy-01,terror,ecstasy,joy,joy,false,11,0.375,h,seta,within_set
A-terror-08,A-loathing-01,terror,loathing,disgust,disgust,false,11,0.375,h,seta,within_set
A-terror-08,A-amazement-01,terror,amazement,surprise,surprise,false,11,0.375,h,seta,within_set
A-terror-08,A-admiration-01,terror,admiration,trust,trust,false,11,0.375,h,seta,within_set
A-terror-08,A-vigilance-01,terror,vigilance,fear,fear,true,11,0.375,h,seta,within_set
A-ecstasy-08,A-rage-01,ecstasy,rage,anger,anger,false,11,0.375,h,seta,within_set
A-ecstasy-08,A-grief-01,ecstasy,grief,sadness,sadness,false,11,0.375,h,seta,within_set
A-ecstasy-08,A-terror-01,ecstasy,terror,fear,fear,false,11,0.375,h,seta,within_set
A-ecstasy-08,A-loathing-01,ecstasy,loathing,disgust,disgust,false,11,0.375,h,seta,within_set
A-ecstasy-08,A-amazement-01,ecstasy,amazement,surprise,surprise,false,11,0.375,h,seta,within_set
A-ecstasy-08,A-admiration-01,ecstasy,admiration,trust,trust,false,11,0.375,h,seta,within_set
A-ecstasy-08,A-vigilance-01,ecstasy,vigilance,fear,fear,false,11,0.375,h,seta,within_set
A-loathing-08,A-rage-01,loathing,rage,anger,anger,false,11,0.375,h,seta,within_set
A-loathing-08,A-grief-01,loathing,grief,sadness,sadness,false,11,0.375,h,seta,within_set
A-loathing-08,A-terror-01,loathing,terror,fear,fear,false,11,0.375,h,seta,within_set
A-loathing-08,A-ecstasy-01,loathing,ecstasy,joy,joy,false,11,0.375,h,seta,within_set
A-loathing-08,A-amazement-01,loathing,amazement,surprise,surprise,false,11,0.375,h,seta,within_set
A-loathing-08,A-admiration-01,loathing,admiration,trust,trust,false,11,0.375,h,seta,within_set
A-loathing-08,A-vigilance-01,loathing,vigilance,fear,fear,false,11,0.375,h,seta,within_set
A-amazement-08,A-rage-01,amazement,rage,anger,anger,false,11,0.375,h,seta,within_set
A-amazement-08,A-grief-01,amazement,grief,sadness,sadness,false,11,0.375,h,seta,within_set
A-amazement-08,A-terror-01,amazement,terror,fear,fear,false,11,0.375,h,seta,within_set
A-amazement-08,A-ecstasy-01,amazement,ecstasy,joy,joy,false,11,0.375,h,seta,within_set
A-amazement-08,A-loathing-01,amazement,loathing,disgust,disgust,false,11,0.375,h,seta,within_set
A-amazement-08,A-admiration-01,amazement,admiration,trust,trust,false,11,0.375,h,seta,within_set
A-amazement-08,A-vigilance-01,amazement,vigilance,fear,fear,false,11,0.375,h,seta,within_set
A-admiration-08,A-rage-01,admiration,rage,anger,anger,false,11,0.375,h,seta,within_set
A-admiration-08,A-grief-01,admiration,grief,sadness,sadness,false,11,0.375,h,seta,within_set
A-admiration-08,A-terror-01,admiration,terror,fear,fear,false,11,0.375,h,seta,within_set
A-admiration-08,A-ecstasy-01,admiration,ecstasy,joy,joy,false,11,0.375,h,seta,within_set
A-admiration-08,A-loathing-01,admiration,loathing,disgust,disgust,false,11,0.375,h,seta,within_set
A-admiration-08,A-amazement-01,admiration,amazement,surprise,surprise,false,11,0.375,h,seta,within_set
A-admiration-08,A-vigilance-01,admiration,vigilance,fear,fear,false,11,0.375,h,seta,within_set
A-vigilance-08,A-rage-01,vigilance,rage,anger,anger,false,11,0.375,h,seta,within_set
A-vigilance-08,A-grief-01,vigilance,grief,sadness,sadness,false,11,0.375,h,seta,within_set
A-vigilance-08,A-terror-01,vigilance,terror,fear,fear,false,11,0.375,h,seta,within_set
A-vigilance-08,A-ecstasy-01,vigilance,ecstasy,joy,joy,false,11,0.375,h,seta,within_set
A-vigilance-08,A-loathing-01,vigilance,loathing,disgust,disgust,false,11,0.375,h,seta,within_set
A-vigilance-08,A-amazement-01,vigilance,amazement,surprise,surprise,false,11,0.375,h,seta,within_set
A-vigilance-08,A-admiration-01,vigilance,admiration,trust,trust,false,11,0.375,h,seta,within_set
A-rage-06,A-grief-04,rage,grief,sadness,anger,true,16,0.5312,h,seta,within_set
A-rage-06,A-terror-04,rage,terror,fear,anger,true,16,0.5312,h,seta,within_set
A-rage-06,A-ecstasy-04,rage,ecstasy,joy,anger,true,16,0.5312,h,seta,within_set
A-rage-06,A-loathing-04,rage,loathing,disgust,anger,true,16,0.5312,h,seta,within_set
A-rage-06,A-amazement-04,rage,amazement,surprise,anger,true,16,0.5312,h,seta,within_set
A-rage-06,A-admiration-04,rage,admiration,trust,anger,true,16,0.5312,h,seta,within_set
A-rage-06,A-vigilance-04,rage,vigilance,anxiety,anger,true,16,0.5312,h,seta,within_set
A-grief-06,A-rage-04,grief,rage,anger,anger,false,16,0.5312,h,seta,within_set
A-grief-06,A-terror-04,grief,terror,fear,fear,false,16,0.5312,h,seta,within_set
A-grief-06,A-ecstasy-04,grief,ecstasy,joy,love,false,16,0.5312,h,seta,within_set
A-grief-06,A-loathing-04,grief,loathing,disgust,sadness,true,16,0.5312,h,seta,within_set
A-grief-06,A-amazement-04,grief,amazement,surprise,sadness,true,16,0.5312,h,seta,within_set
A-grief-06,A-admiration-04,grief,admiration,trust,trust,false,16,0.5312,h,seta,within_set
A-grief-06,A-vigilance-04,grief,vigilance,anxiety,anxiety,false,16,0.5312,h,seta,within_set
A-terror-06,A-rage-04,terror,rage,anger,anger,false,16,0.5312,h,seta,within_set
A-terror-06,A-grief-04,terror,grief,sadness,fear,true,16,0.5312,h,seta,within_set
A-terror-06,A-ecstasy-04,terror,ecstasy,joy,anger,false,16,0.5312,h,seta,within_set
A-terror-06,A-loathing-04,terror,loathing,disgust,anger,false,16,0.5312,h,seta,within_set
A-terror-06,A-amazement-04,terror,amazement,surprise,anger,false,16,0.5312,h,seta,within_set
A-terror-06,A-admiration-04,terror,admiration,trust,fear,true,16,0.5312,h,seta,within_set
A-terror-06,A-vigilance-04,terror,vigilance,anxiety,fear,true,16,0.5312,h,seta,within_set
A-ecstasy-06,A-rage-04,ecstasy,rage,anger,joy,true,16,0.5312,h,seta,within_set
A-ecstasy-06,A-grief-04,ecstasy,grief,sadness,joy,true,16,0.5312,h,seta,within_set
A-ecstasy-06,A-terror-04,ecstasy,terror,fear,joy,true,16,0.5312,h,seta,within_set
A-ecstasy-06,A-loathing-04,ecstasy,loathing,disgust,joy,true,16,0.5312,h,seta,within_set
A-ecstasy-06,A-amazement-04,ecstasy,amazement,surprise,joy,true,16,0.5312,h,seta,within_set
A-ecstasy-06,A-admiration-04,ecstasy,admiration,trust,trust,false,16,0.5312,h,seta,within_set
A-ecstasy-06,A-vigilance-04,ecstasy,vigilance,anxiety,joy,true,16,0.5312,h,seta,within_set
A-loathing-06,A-rage-04,loathing,rage,anger,anger,false,16,0.5312,h,seta,within_set
A-loathing-06,A-grief-04,loathing,grief,sadness,sadness,false,16,0.5312,h,seta,within_set
A-loathing-06,A-terror-04,loathing,terror,fear,fear,false,16,0.5312,h,seta,within_set
A-loathing-06,A-ecstasy-04,loathing,ecstasy,joy,disgust,true,16,0.5312,h,seta,within_set
A-loathing-06,A-amazement-04,loathing,amazement,surprise,disgust,true,16,0.5312,h,seta,within_set
A-loathing-06,A-admiration-04,loathing,admiration,trust,disgust,true,16,0.5312,h,seta,within_set
A-loathing-06,A-vigilance-04,loathing,vigilance,anxiety,disgust,true,16,0.5312,h,seta,within_set
A-amazement-06,A-rage-04,amazement,rage,anger,anger,false,16,0.5312,h,seta,within_set
A-amazement-06,A-grief-04,amazement,grief,sadness,fear,false,16,0.5312,h,seta,within_set
A-amazement-06,A-terror-04,amazement,terror,fear,fear,false,16,0.5312,h,seta,within_set
A-amazement-06,A-ecstasy-04,amazement,ecstasy,joy,joy,false,16,0.5312,h,seta,within_set
A-amazement-06,A-loathing-04,amazement,loathing,disgust,fear,false,16,0.5312,h,seta,within_set
A-amazement-06,A-admiration-04,amazement,admiration,trust,fear,false,16,0.5312,h,seta,within_set
A-amazement-06,A-vigilance-04,amazement,vigilance,anxiety,fear,false,16,0.5312,h,seta,within_set
A-admiration-06,A-rage-04,admiration,rage,anger,anger,false,16,0.5312,h,seta,within_set
A-admiration-06,A-grief-04,admiration,grief,sadness,sadness,false,16,0.5312,h,seta,within_set
A-admiration-06,A-terror-04,admiration,terror,fear,fear,false,16,0.5312,h,seta,within_set
A-admiration-06,A-ecstasy-04,admiration,ecstasy,joy,joy,false,16,0.5312,h,seta,within_set
A-admiration-06,A-loathing-04,admiration,loathing,disgust,disgust,false,16,0.5312,h,seta,within_set
A-admiration-06,A-amazement-04,admiration,amazement,surprise,surprise,false,16,0.5312,h,seta,within_set
A-admiration-06,A-vigilance-04,admiration,vigilance,anxiety,relief,false,16,0.5312,h,seta,within_set
A-vigilance-06,A-rage-04,vigilance,rage,anger,anger,false,16,0.5312,h,seta,within_set
A-vigilance-06,A-grief-04,vigilance,grief,sadness,fear,false,16,0.5312,h,seta,within_set
A-vigilance-06,A-terror-04,vigilance,terror,fear,fear,false,16,0.5312,h,seta,within_set
A-vigilance-06,A-ecstasy-04,vigilance,ecstasy,joy,fear,false,16,0.5312,h,seta,within_set
A-vigilance-06,A-loathing-04,vigilance,loathing,disgust,fear,false,16,0.5312,h,seta,within_set
A-vigilance-06,A-amazement-04,vigilance,amazement,surprise,fear,false,16,0.5312,h,seta,within_set
A-vigilance-06,A-admiration-04,vigilance,admiration,trust,fear,false,16,0.5312,h,seta,within_set
A-rage-05,A-grief-04,rage,grief,sadness,anger,true,19,0.625,h,seta,within_set
A-rage-05,A-terror-04,rage,terror,fear,anger,true,19,0.625,h,seta,within_set
A-rage-05,A-ecstasy-04,rage,ecstasy,joy,anger,true,19,0.625,h,seta,within_set
A-rage-05,A-loathing-04,rage,loathing,disgust,anger,true,19,0.625,h,seta,within_set
A-rage-05,A-amazement-04,rage,amazement,surprise,anger,true,19,0.625,h,seta,within_set
A-rage-05,A-admiration-04,rage,admiration,trust,anger,true,19,0.625,h,seta,within_set
A-rage-05,A-vigilance-04,rage,vigilance,anxiety,anger,true,19,0.625,h,seta,within_set
A-grief-05,A-rage-04,grief,rage,anger,sadness,true,19,0.625,h,seta,within_set
A-grief-05,A-terror-04,grief,terror,fear,sadness,true,19,0.625,h,seta,within_set
A-grief-05,A-ecstasy-04,grief,ecstasy,joy,sadness,true,19,0.625,h,seta,within_set
A-grief-05,A-loathing-04,grief,loathing,disgust,sadness,true,19,0.625,h,seta,within_set
A-grief-05,A-amazement-04,grief,amazement,surprise,sadness,true,19,0.625,h,seta,within_set
A-grief-05,A-admiration-04,grief,admiration,trust,sadness,true,19,0.625,h,seta,within_set
A-grief-05,A-vigilance-04,grief,vigilance,anxiety,sadness,true,19,0.625,h,seta,within_set
A-terror-05,A-rage-04,terror,rage,anger,anger,false,19,0.625,h,seta,within_set
A-terror-05,A-grief-04,terror,grief,sadness,anger,false,19,0.625,h,seta,within_set
A-terror-05,A-ecstasy-04,terror,ecstasy,joy,anger,false,19,0.625,h,seta,within_set
A-terror-05,A-loathing-04,terror,loathing,disgust,anger,false,19,0.625,h,seta,within_set
A-terror-05,A-amazement-04,terror,amazement,surprise,anger,false,19,0.625,h,seta,within_set
A-terror-05,A-admiration-04,terror,admiration,trust,anger,false,19,0.625,h,seta,within_set
A-terror-05,A-vigilance-04,terror,vigilance,anxiety,anger,false,19,0.625,h,seta,within_set
A-ecstasy-05,A-rage-04,ecstasy,rage,anger,joy,true,19,0.625,h,seta,within_set
A-ecstasy-05,A-grief-04,ecstasy,grief,sadness,joy,true,19,0.625,h,seta,within_set
A-ecstasy-05,A-terror-04,ecstasy,terror,fear,joy,true,19,0.625,h,seta,within_set
A-ecstasy-05,A-loathing-04,ecstasy,loathing,disgust,joy,true,19,0.625,h,seta,within_set
A-ecstasy-05,A-amazement-04,ecstasy,amazement,surprise,joy,true,19,0.625,h,seta,within_set
A-ecstasy-05,A-admiration-04,ecstasy,admiration,trust,joy,true,19,0.625,h,seta,within_set
A-ecstasy-05,A-vigilance-04,ecstasy,vigilance,anxiety,joy,true,19,0.625,h,seta,within_set
A-loathing-05,A-rage-04,loathing,rage,anger,anger,false,19,0.625,h,seta,within_set
A-loathing-05,A-grief-04,loathing,grief,sadness,sadness,false,19,0.625,h,seta,within_set
A-loathing-05,A-terror-04,loathing,terror,fear,fear,false,19,0.625,h,seta,within_set
A-loathing-05,A-ecstasy-04,loathing,ecstasy,joy,sadness,false,19,0.625,h,seta,within_set
A-loathing-05,A-amazement-04,loathing,amazement,surprise,sadness,false,19,0.625,h,seta,within_set
A-loathing-05,A-admiration-04,loathing,admiration,trust,sadness,false,19,0.625,h,seta,within_set
A-loathing-05,A-vigilance-04,loathing,vigilance,anxiety,fear,false,19,0.625,h,seta,within_set
A-amazement-05,A-rage-04,amazement,rage,anger,anger,false,19,0.625,h,seta,within_set
A-amazement-05,A-grief-04,amazement,grief,sadness,surprise,true,19,0.625,h,seta,within_set
A-amazement-05,A-terror-04,amazement,terror,fear,fear,false,19,0.625,h,seta,within_set
A-amazement-05,A-ecstasy-04,amazement,ecstasy,joy,surprise,true,19,0.625,h,seta,within_set
A-amazement-05,A-loathing-04,amazement,loathing,disgust,disgust,false,19,0.625,h,seta,within_set
A-amazement-05,A-admiration-04,amazement,admiration,trust,surprise,true,19,0.625,h,seta,within_set
A-amazement-05,A-vigilance-04,amazement,vigilance,anxiety,surprise,true,19,0.625,h,seta,within_set
A-admiration-05,A-rage-04,admiration,rage,anger,relief,false,19,0.625,h,seta,within_set
A-admiration-05,A-grief-04,admiration,grief,sadness,relief,false,19,0.625,h,seta,within_set
A-admiration-05,A-terror-04,admiration,terror,fear,relief,false,19,0.625,h,seta,within_set
A-admiration-05,A-ecstasy-04,admiration,ecstasy,joy,joy,false,19,0.625,h,seta,within_set
A-admiration-05,A-loathing-04,admiration,loathing,disgust,relief,false,19,0.625,h,seta,within_set
A-admiration-05,A-amazement-04,admiration,amazement,surprise,relief,false,19,0.625,h,seta,within_set
A-admiration-05,A-vigilance-04,admiration,vigilance,anxiety,relief,false,19,0.625,h,seta,within_set
A-vigilance-05,A-rage-04,vigilance,rage,anger,anxiety,true,19,0.625,h,seta,within_set
A-vigilance-05,A-grief-04,vigilance,grief,sadness,anxiety,true,19,0.625,h,seta,within_set
A-vigilance-05,A-terror-04,vigilance,terror,fear,anxiety,true,19,0.625,h,seta,within_set
A-vigilance-05,A-ecstasy-04,vigilance,ecstasy,joy,anxiety,true,19,0.625,h,seta,within_set
A-vigilance-05,A-loathing-04,vigilance,loathing,disgust,anxiety,true,19,0.625,h,seta,within_set
A-vigilance-05,A-amazement-04,vigilance,amazement,surprise,anxiety,true,19,0.625,h,seta,within_set
A-vigilance-05,A-admiration-04,vigilance,admiration,trust,anxiety,true,19,0.625,h,seta,within_set
A-rage-06,A-grief-10,rage,grief,sadness,anger,true,22,0.7188,h,seta,within_set
A-rage-06,A-terror-10,rage,terror,fear,anger,true,22,0.7188,h,seta,within_set
A-rage-06,A-ecstasy-10,rage,ecstasy,joy,anger,true,22,0.7188,h,seta,within_set
A-rage-06,A-loathing-10,rage,loathing,disgust,anger,true,22,0.7188,h,seta,within_set
A-rage-06,A-amazement-10,rage,amazement,surprise,anger,true,22,0.7188,h,seta,within_set
A-rage-06,A-admiration-10,rage,admiration,trust,anger,true,22,0.7188,h,seta,within_set
A-rage-06,A-vigilance-10,rage,vigilance,anxiety,anger,true,22,0.7188,h,seta,within_set
A-grief-06,A-rage-10,grief,rage,anger,sadness,true,22,0.7188,h,seta,within_set
A-grief-06,A-terror-10,grief,terror,fear,sadness,true,22,0.7188,h,seta,within_set
A-grief-06,A-ecstasy-10,grief,ecstasy,joy,sadness,true,22,0.7188,h,seta,within_set
A-grief-06,A-loathing-10,grief,loathing,disgust,sadness,true,22,0.7188,h,seta,within_set
A-grief-06,A-amazement-10,grief,amazement,surprise,sadness,true,22,0.7188,h,seta,within_set
A-grief-06,A-admiration-10,grief,admiration,trust,sadness,true,22,0.7188,h,seta,within_set
A-grief-06,A-vigilance-10,grief,vigilance,anxiety,sadness,true,22,0.7188,h,seta,within_set
A-terror-06,A-rage-10,terror,rage,anger,anger,false,22,0.7188,h,seta,within_set
A-terror-06,A-grief-10,terror,grief,sadness,anger,false,22,0.7188,h,seta,within_set
A-terror-06,A-ecstasy-10,terror,ecstasy,joy,anger,false,22,0.7188,h,seta,within_set
A-terror-06,A-loathing-10,terror,loathing,disgust,anger,false,22,0.7188,h,seta,within_set
A-terror-06,A-amazement-10,terror,amazement,surprise,anger,false,22,0.7188,h,seta,within_set
A-terror-06,A-admiration-10,terror,admiration,trust,fear,true,22,0.7188,h,seta,within_set
A-terror-06,A-vigilance-10,terror,vigilance,anxiety,fear,true,22,0.7188,h,seta,within_set
A-ecstasy-06,A-rage-10,ecstasy,rage,anger,joy,true,22,0.7188,h,seta,within_set
A-ecstasy-06,A-grief-10,ecstasy,grief,sadness,joy,true,22,0.7188,h,seta,within_set
A-ecstasy-06,A-terror-10,ecstasy,terror,fear,joy,true,22,0.7188,h,seta,within_set
A-ecstasy-06,A-loathing-10,ecstasy,loathing,disgust,joy,true,22,0.7188,h,seta,within_set
A-ecstasy-06,A-amazement-10,ecstasy,amazement,surprise,joy,true,22,0.7188,h,seta,within_set
A-ecstasy-06,A-admiration-10,ecstasy,admiration,trust,joy,true,22,0.7188,h,seta,within_set
A-ecstasy-06,A-vigilance-10,ecstasy,vigilance,anxiety,joy,true,22,0.7188,h,seta,within_set
A-loathing-06,A-rage-10,loathing,rage,anger,disgust,true,22,0.7188,h,seta,within_set
A-loathing-06,A-grief-10,loathing,grief,sadness,disgust,true,22,0.7188,h,seta,within_set
A-loathing-06,A-terror-10,loathing,terror,fear,disgust,true,22,0.7188,h,seta,within_set
A-loathing-06,A-ecstasy-10,loathing,ecstasy,joy,disgust,true,22,0.7188,h,seta,within_set
A-loathing-06,A-amazement-10,loathing,amazement,surprise,disgust,true,22,0.7188,h,seta,within_set
A-loathing-06,A-admiration-10,loathing,admiration,trust,disgust,true,22,0.7188,h,seta,within_set
A-loathing-06,A-vigilance-10,loathing,vigilance,anxiety,disgust,true,22,0.7188,h,seta,within_set
A-amazement-06,A-rage-10,amazement,rage,anger,fear,false,22,0.7188,h,seta,within_set
A-amazement-06,A-grief-10,amazement,grief,sadness,fear,false,22,0.7188,h,seta,within_set
A-amazement-06,A-terror-10,amazement,terror,fear,fear,false,22,0.7188,h,seta,within_set
A-amazement-06,A-ecstasy-10,amazement,ecstasy,joy,fear,false,22,0.7188,h,seta,within_set
A-amazement-06,A-loathing-10,amazement,loathing,disgust,fear,false,22,0.7188,h,seta,within_set
A-amazement-06,A-admiration-10,amazement,admiration,trust,fear,false,22,0.7188,h,seta,within_set
A-amazement-06,A-vigilance-10,amazement,vigilance,anxiety,fear,false,22,0.7188,h,seta,within_set
A-admiration-06,A-rage-10,admiration,rage,anger,trust,false,22,0.7188,h,seta,within_set
A-admiration-06,A-grief-10,admiration,grief,sadness,trust,false,22,0.7188,h,seta,within_set
A-admiration-06,A-terror-10,admiration,terror,fear,trust,false,22,0.7188,h,seta,within_set
A-admiration-06,A-ecstasy-10,admiration,ecstasy,joy,trust,false,22,0.7188,h,seta,within_set
A-admiration-06,A-loathing-10,admiration,loathing,disgust,trust,false,22,0.7188,h,seta,within_set
A-admiration-06,A-amazement-10,admiration,amazement,surprise,trust,false,22,0.7188,h,seta,within_set
A-admiration-06,A-vigilance-10,admiration,vigilance,anxiety,trust,false,22,0.7188,h,seta,within_set
A-vigilance-06,A-rage-10,vigilance,rage,anger,fear,false,22,0.7188,h,seta,within_set
A-vigilance-06,A-grief-10,vigilance,grief,sadness,fear,false,22,0.7188,h,seta,within_set
A-vigilance-06,A-terror-10,vigilance,terror,fear,fear,false,22,0.7188,h,seta,within_set
A-vigilance-06,A-ecstasy-10,vigilance,ecstasy,joy,fear,false,22,0.7188,h,seta,within_set
A-vigilance-06,A-loathing-10,vigilance,loathing,disgust,fear,false,22,0.7188,h,seta,within_set
A-vigilance-06,A-amazement-10,vigilance,amazement,surprise,fear,false,22,0.7188,h,seta,within_set
A-vigilance-06,A-admiration-10,vigilance,admiration,trust,fear,false,22,0.7188,h,seta,within_set
A-rage-10,A-grief-10,rage,grief,sadness,anger,true,24,0.7812,h,seta,within_set
A-rage-10,A-terror-10,rage,terror,fear,anger,true,24,0.7812,h,seta,within_set
A-rage-10,A-ecstasy-10,rage,ecstasy,joy,anger,true,24,0.7812,h,seta,within_set
A-rage-10,A-loathing-10,rage,loathing,disgust,anger,true,24,0.7812,h,seta,within_set
A-rage-10,A-amazement-10,rage,amazement,surprise,anger,true,24,0.7812,h,seta,within_set
A-rage-10,A-admiration-10,rage,admiration,trust,anger,true,24,0.7812,h,seta,within_set
A-rage-10,A-vigilance-10,rage,vigilance,anxiety,anger,true,24,0.7812,h,seta,within_set
