source_id,target_id,source_emotion,target_emotion,patched_pred,success,layer,norm_depth,act_type,condition
A-rage-03,B-grief-d3-v1,rage,grief,anxiety,false,11,0.375,m,crossset_diff_emotion
A-rage-03,B-terror-d3-v1,rage,terror,fear,false,11,0.375,m,crossset_diff_emotion
A-rage-03,B-ecstasy-d3-v1,rage,ecstasy,excitement,false,11,0.375,m,crossset_diff_emotion
A-rage-03,B-loathing-d3-v1,rage,loathing,shame,false,11,0.375,m,crossset_diff_emotion
A-rage-03,B-amazement-d3-v1,rage,amazement,surprise,false,11,0.375,m,crossset_diff_emotion
A-rage-03,B-admiration-d3-v1,rage,admiration,pride,false,11,0.375,m,crossset_diff_emotion
A-rage-03,B-vigilance-d3-v1,rage,vigilance,focus,false,11,0.375,m,crossset_diff_emotion
A-grief-03,B-rage-d3-v1,grief,rage,shock,false,11,0.375,m,crossset_diff_emotion
A-grief-03,B-terror-d3-v1,grief,terror,fear,false,11,0.375,m,crossset_diff_emotion
A-grief-03,B-ecstasy-d3-v1,grief,ecstasy,excitement,false,11,0.375,m,crossset_diff_emotion
A-grief-03,B-loathing-d3-v1,grief,loathing,shame,false,11,0.375,m,crossset_diff_emotion
A-grief-03,B-amazement-d3-v1,grief,amazement,surprise,false,11,0.375,m,crossset_diff_emotion
A-grief-03,B-admiration-d3-v1,grief,admiration,pride,false,11,0.375,m,crossset_diff_emotion
A-grief-03,B-vigilance-d3-v1,grief,vigilance,focus,false,11,0.375,m,crossset_diff_emotion
A-terror-03,B-rage-d3-v1,terror,rage,shock,false,11,0.375,m,crossset_diff_emotion
A-terror-03,B-grief-d3-v1,terror,grief,shock,false,11,0.375,m,crossset_diff_emotion
A-terror-03,B-ecstasy-d3-v1,terror,ecstasy,excitement,false,11,0.375,m,crossset_diff_emotion
A-rage-07,B-rage-d3-v1,rage,rage,shock,false,16,0.5312,m,crossset_same_emotion
A-grief-07,B-grief-d3-v1,grief,grief,shock,false,16,0.5312,m,crossset_same_emotion
A-terror-07,B-terror-d3-v1,terror,terror,fear,true,16,0.5312,m,crossset_same_emotion
A-ecstasy-07,B-ecstasy-d3-v1,ecstasy,ecstasy,excitement,false,16,0.5312,m,crossset_same_emotion
A-loathing-07,B-loathing-d3-v1,loathing,loathing,shame,false,16,0.5312,m,crossset_same_emotion
A-amazement-07,B-amazement-d3-v1,amazement,amazement,surprise,true,16,0.5312,m,crossset_same_emotion
A-admiration-07,B-admiration-d3-v1,admiration,admiration,pride,true,16,0.5312,m,crossset_same_emotion
A-vigilance-07,B-vigilance-d3-v1,vigilance,vigilance,focus,false,16,0.5312,m,crossset_same_emotion
A-rage-09,B-grief-d3-v3,rage,grief,sadness,false,16,0.5312,m,crossset_diff_emotion
A-rage-09,B-terror-d3-v3,rage,terror,fear,false,16,0.5312,m,crossset_diff_emotion
A-rage-09,B-ecstasy-d3-v3,rage,ecstasy,excitement,false,16,0.5312,m,crossset_diff_emotion
A-rage-09,B-loathing-d3-v3,rage,loathing,anger,true,16,0.5312,m,crossset_diff_emotion
A-rage-09,B-amazement-d3-v3,rage,amazement,relief,false,16,0.5312,m,crossset_diff_emotion
A-rage-09,B-admiration-d3-v3,rage,admiration,determination,false,16,0.5312,m,crossset_diff_emotion
A-rage-09,B-vigilance-d3-v3,rage,vigilance,anxiety,false,16,0.5312,m,crossset_diff_emotion
A-grief-09,B-rage-d3-v3,grief,rage,anger,false,16,0.5312,m,crossset_diff_emotion
A-grief-09,B-terror-d3-v3,grief,terror,fear,false,16,0.5312,m,crossset_diff_emotion
A-grief-09,B-ecstasy-d3-v3,grief,ecstasy,excitement,false,16,0.5312,m,crossset_diff_emotion
A-grief-09,B-loathing-d3-v3,grief,loathing,embarrassment,false,16,0.5312,m,crossset_diff_emotion
A-grief-09,B-amazement-d3-v3,grief,amazement,relief,false,16,0.5312,m,crossset_diff_emotion
A-grief-09,B-admiration-d3-v3,grief,admiration,determination,false,16,0.5312,m,crossset_diff_emotion
A-grief-09,B-vigilance-d3-v3,grief,vigilance,anxiety,false,16,0.5312,m,crossset_diff_emotion
A-terror-09,B-rage-d3-v3,terror,rage,anger,false,16,0.5312,m,crossset_diff_emotion
A-terror-09,B-grief-d3-v3,terror,grief,sadness,false,16,0.5312,m,crossset_diff_emotion
A-terror-09,B-ecstasy-d3-v3,terror,ecstasy,excitement,false,16,0.5312,m,crossset_diff_emotion
A-rage-04,B-rage-d3-v4,rage,rage,fear,false,19,0.625,m,crossset_same_emotion
A-grief-04,B-grief-d3-v4,grief,grief,longing,false,19,0.625,m,crossset_same_emotion
A-terror-04,B-terror-d3-v4,terror,terror,fear,true,19,0.625,m,crossset_same_emotion
A-ecstasy-04,B-ecstasy-d3-v4,ecstasy,ecstasy,excitement,false,19,0.625,m,crossset_same_emotion
A-loathing-04,B-loathing-d3-v4,loathing,loathing,anger,false,19,0.625,m,crossset_same_emotion
A-amazement-04,B-amazement-d3-v4,amazement,amazement,surprise,true,19,0.625,m,crossset_same_emotion
A-admiration-04,B-admiration-d3-v4,admiration,admiration,gratitude,false,19,0.625,m,crossset_same_emotion
A-vigilance-04,B-vigilance-d3-v4,vigilance,vigilance,alert,false,19,0.625,m,crossset_same_emotion
A-rage-06,B-grief-d3-v4,rage,grief,longing,false,19,0.625,m,crossset_diff_emotion
A-rage-06,B-terror-d3-v4,rage,terror,fear,false,19,0.625,m,crossset_diff_emotion
A-rage-06,B-ecstasy-d3-v4,rage,ecstasy,excitement,false,19,0.625,m,crossset_diff_emotion
A-rage-06,B-loathing-d3-v4,rage,loathing,anger,true,19,0.625,m,crossset_diff_emotion
A-rage-06,B-amazement-d3-v4,rage,amazement,surprise,false,19,0.625,m,crossset_diff_emotion
A-rage-06,B-admiration-d3-v4,rage,admiration,hope,false,19,0.625,m,crossset_diff_emotion
A-rage-06,B-vigilance-d3-v4,rage,vigilance,alert,false,19,0.625,m,crossset_diff_emotion
A-grief-06,B-rage-d3-v4,grief,rage,fear,false,19,0.625,m,crossset_diff_emotion
A-grief-06,B-terror-d3-v4,grief,terror,anxiety,false,19,0.625,m,crossset_diff_emotion
A-grief-06,B-ecstasy-d3-v4,grief,ecstasy,excitement,false,19,0.625,m,crossset_diff_emotion
A-grief-06,B-loathing-d3-v4,grief,loathing,guilt,false,19,0.625,m,crossset_diff_emotion
A-grief-06,B-amazement-d3-v4,grief,amazement,surprise,false,19,0.625,m,crossset_diff_emotion
A-grief-06,B-admiration-d3-v4,grief,admiration,hope,false,19,0.625,m,crossset_diff_emotion
A-grief-06,B-vigilance-d3-v4,grief,vigilance,alert,false,19,0.625,m,crossset_diff_emotion
A-terror-06,B-rage-d3-v4,terror,rage,fear,true,19,0.625,m,crossset_diff_emotion
A-terror-06,B-grief-d3-v4,terror,grief,longing,false,19,0.625,m,crossset_diff_emotion
A-terror-06,B-ecstasy-d3-v4,terror,ecstasy,excitement,false,19,0.625,m,crossset_diff_emotion
A-rage-03,B-rage-d2-v4,rage,rage,shock,false,22,0.7188,m,crossset_same_emotion
A-grief-03,B-grief-d2-v4,grief,grief,nostalgia,false,22,0.7188,m,crossset_same_emotion
A-terror-03,B-terror-d2-v4,terror,terror,fear,true,22,0.7188,m,crossset_same_emotion
A-ecstasy-03,B-ecstasy-d2-v4,ecstasy,ecstasy,happiness,true,22,0.7188,m,crossset_same_emotion
A-loathing-03,B-loathing-d2-v4,loathing,loathing,disgust,true,22,0.7188,m,crossset_same_emotion
A-amazement-03,B-amazement-d2-v4,amazement,amazement,relief,false,22,0.7188,m,crossset_same_emotion
A-admiration-03,B-admiration-d2-v4,admiration,admiration,loyalty,false,22,0.7188,m,crossset_same_emotion
A-vigilance-03,B-vigilance-d2-v4,vigilance,vigilance,anxiety,true,22,0.7188,m,crossset_same_emotion
A-rage-04,B-grief-d2-v2,rage,grief,nostalgia,false,22,0.7188,m,crossset_diff_emotion
A-rage-04,B-terror-d2-v2,rage,terror,anxiety,false,22,0.7188,m,crossset_diff_emotion
A-rage-04,B-ecstasy-d2-v2,rage,ecstasy,relief,false,22,0.7188,m,crossset_diff_emotion
A-rage-04,B-loathing-d2-v2,rage,loathing,disgust,false,22,0.7188,m,crossset_diff_emotion
A-rage-04,B-amazement-d2-v2,rage,amazement,awe,false,22,0.7188,m,crossset_diff_emotion
A-rage-04,B-admiration-d2-v2,rage,admiration,compassion,false,22,0.7188,m,crossset_diff_emotion
A-rage-04,B-vigilance-d2-v2,rage,vigilance,anticipation,false,22,0.7188,m,crossset_diff_emotion
A-grief-04,B-rage-d2-v2,grief,rage,anger,false,22,0.7188,m,crossset_diff_emotion
A-grief-04,B-terror-d2-v2,grief,terror,anxiety,false,22,0.7188,m,crossset_diff_emotion
A-grief-04,B-ecstasy-d2-v2,grief,ecstasy,relief,false,22,0.7188,m,crossset_diff_emotion
A-grief-04,B-loathing-d2-v2,grief,loathing,disgust,false,22,0.7188,m,crossset_diff_emotion
A-grief-04,B-amazement-d2-v2,grief,amazement,awe,false,22,0.7188,m,crossset_diff_emotion
A-grief-04,B-admiration-d2-v2,grief,admiration,compassion,false,22,0.7188,m,crossset_diff_emotion
A-grief-04,B-vigilance-d2-v2,grief,vigilance,anticipation,false,22,0.7188,m,crossset_diff_emotion
A-terror-04,B-rage-d2-v2,terror,rage,anger,false,22,0.7188,m,crossset_diff_emotion
A-terror-04,B-grief-d2-v2,terror,grief,nostalgia,false,22,0.7188,m,crossset_diff_emotion
A-terror-04,B-ecstasy-d2-v2,terror,ecstasy,relief,false,22,0.7188,m,crossset_diff_emotion
A-rage-01,B-rage-d3-v1,rage,rage,anger,true,24,0.7812,m,crossset_same_emotion
A-grief-01,B-grief-d3-v1,grief,grief,anxiety,false,24,0.7812,m,crossset_same_emotion
A-terror-01,B-terror-d3-v1,terror,terror,fear,true,24,0.7812,m,crossset_same_emotion
A-ecstasy-01,B-ecstasy-d3-v1,ecstasy,ecstasy,excitement,false,24,0.7812,m,crossset_same_emotion
A-loathing-01,B-loathing-d3-v1,loathing,loathing,shame,false,24,0.7812,m,crossset_same_emotion
A-amazement-01,B-amazement-d3-v1,amazement,amazement,surprise,true,24,0.7812,m,crossset_same_emotion
A-admiration-01,B-admiration-d3-v1,admiration,admiration,pride,true,24,0.7812,m,crossset_same_emotion
A-vigilance-01,B-vigilance-d3-v1,vigilance,vigilance,focus,false,24,0.7812,m,crossset_same_emotion
A-rage-04,B-grief-d3-v3,rage,grief,sadness,false,24,0.7812,m,crossset_diff_emotion
A-rage-04,B-terror-d3-v3,rage,terror,fear,false,24,0.7812,m,crossset_diff_emotion
A-rage-04,B-ecstasy-d3-v3,rage,ecstasy,excitement,false,24,0.7812,m,crossset_diff_emotion
A-rage-04,B-loathing-d3-v3,rage,loathing,embarrassment,false,24,0.7812,m,crossset_diff_emotion
A-rage-04,B-amazement-d3-v3,rage,amazement,relief,false,24,0.7812,m,crossset_diff_emotion
A-rage-04,B-admiration-d3-v3,rage,admiration,determination,false,24,0.7812,m,crossset_diff_emotion
A-rage-04,B-vigilance-d3-v3,rage,vigilance,fear,false,24,0.7812,m,crossset_diff_emotion
A-grief-04,B-rage-d3-v3,grief,rage,anger,false,24,0.7812,m,crossset_diff_emotion
A-grief-04,B-terror-d3-v3,grief,terror,fear,false,24,0.7812,m,crossset_diff_emotion
A-grief-04,B-ecstasy-d3-v3,grief,ecstasy,excitement,false,24,0.7812,m,crossset_diff_emotion
A-grief-04,B-loathing-d3-v3,grief,loathing,embarrassment,false,24,0.7812,m,crossset_diff_emotion
A-grief-04,B-amazement-d3-v3,grief,amazement,relief,false,24,0.7812,m,crossset_diff_emotion
A-grief-04,B-admiration-d3-v3,grief,admiration,determination,false,24,0.7812,m,crossset_diff_emotion
A-grief-04,B-vigilance-d3-v3,grief,vigilance,fear,false,24,0.7812,m,crossset_diff_emotion
A-terror-04,B-rage-d3-v3,terror,rage,anger,false,24,0.7812,m,crossset_diff_emotion
A-terror-04,B-grief-d3-v3,terror,grief,sadness,false,24,0.7812,m,crossset_diff_emotion
A-terror-04,B-ecstasy-d3-v3,terror,ecstasy,excitement,false,24,0.7812,m,crossset_diff_emotion
A-rage-05,B-rage-d3-v3,rage,rage,anger,true,26,0.8438,m,crossset_same_emotion
A-grief-05,B-grief-d3-v3,grief,grief,melanch,false,26,0.8438,m,crossset_same_emotion
A-terror-05,B-terror-d3-v3,terror,terror,fear,true,26,0.8438,m,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d3-v3,ecstasy,ecstasy,excitement,false,26,0.8438,m,crossset_same_emotion
A-loathing-05,B-loathing-d3-v3,loathing,loathing,embarrassment,false,26,0.8438,m,crossset_same_emotion
A-amazement-05,B-amazement-d3-v3,amazement,amazement,relief,false,26,0.8438,m,crossset_same_emotion
A-admiration-05,B-admiration-d3-v3,admiration,admiration,determination,false,26,0.8438,m,crossset_same_emotion
A-vigilance-05,B-vigilance-d3-v3,vigilance,vigilance,anxiety,true,26,0.8438,m,crossset_same_emotion
A-rage-09,B-grief-d2-v4,rage,grief,nostalgia,false,26,0.8438,m,crossset_diff_emotion
A-rage-09,B-terror-d2-v4,rage,terror,fear,false,26,0.8438,m,crossset_diff_emotion
A-rage-09,B-ecstasy-d2-v4,rage,ecstasy,happiness,false,26,0.8438,m,crossset_diff_emotion
A-rage-09,B-loathing-d2-v4,rage,loathing,disgust,false,26,0.8438,m,crossset_diff_emotion
A-rage-09,B-amazement-d2-v4,rage,amazement,relief,false,26,0.8438,m,crossset_diff_emotion
A-rage-09,B-admiration-d2-v4,rage,admiration,dedication,false,26,0.8438,m,crossset_diff_emotion
A-rage-09,B-vigilance-d2-v4,rage,vigilance,concentration,false,26,0.8438,m,crossset_diff_emotion
A-grief-09,B-rage-d2-v4,grief,rage,shock,false,26,0.8438,m,crossset_diff_emotion
A-grief-09,B-terror-d2-v4,grief,terror,fear,false,26,0.8438,m,crossset_diff_emotion
A-grief-09,B-ecstasy-d2-v4,grief,ecstasy,happiness,false,26,0.8438,m,crossset_diff_emotion
A-grief-09,B-loathing-d2-v4,grief,loathing,disgust,false,26,0.8438,m,crossset_diff_emotion
A-grief-09,B-amazement-d2-v4,grief,amazement,relief,false,26,0.8438,m,crossset_diff_emotion
A-grief-09,B-admiration-d2-v4,grief,admiration,dedication,false,26,0.8438,m,crossset_diff_emotion
A-grief-09,B-vigilance-d2-v4,grief,vigilance,concentration,false,26,0.8438,m,crossset_diff_emotion
A-terror-09,B-rage-d2-v4,terror,rage,shock,false,26,0.8438,m,crossset_diff_emotion
A-terror-09,B-grief-d2-v4,terror,grief,nostalgia,false,26,0.8438,m,crossset_diff_emotion
A-terror-09,B-ecstasy-d2-v4,terror,ecstasy,happiness,false,26,0.8438,m,crossset_diff_emotion
A-rage-08,B-rage-d2-v4,rage,rage,shock,false,29,0.9375,m,crossset_same_emotion
A-grief-08,B-grief-d2-v4,grief,grief,melanch,false,29,0.9375,m,crossset_same_emotion
A-terror-08,B-terror-d2-v4,terror,terror,fear,true,29,0.9375,m,crossset_same_emotion
A-ecstasy-08,B-ecstasy-d2-v4,ecstasy,ecstasy,relief,false,29,0.9375,m,crossset_same_emotion
A-loathing-08,B-loathing-d2-v4,loathing,loathing,disgust,true,29,0.9375,m,crossset_same_emotion
A-amazement-08,B-amazement-d2-v4,amazement,amazement,relief,false,29,0.9375,m,crossset_same_emotion
A-admiration-08,B-admiration-d2-v4,admiration,admiration,dedication,false,29,0.9375,m,crossset_same_emotion
A-vigilance-08,B-vigilance-d2-v4,vigilance,vigilance,focus,false,29,0.9375,m,crossset_same_emotion
A-rage-07,B-grief-d2-v4,rage,grief,melanch,false,29,0.9375,m,crossset_diff_emotion
A-rage-07,B-terror-d2-v4,rage,terror,fear,false,29,0.9375,m,crossset_diff_emotion
A-rage-07,B-ecstasy-d2-v4,rage,ecstasy,relief,false,29,0.9375,m,crossset_diff_emotion
A-rage-07,B-loathing-d2-v4,rage,loathing,disgust,false,29,0.9375,m,crossset_diff_emotion
A-rage-07,B-amazement-d2-v4,rage,amazement,relief,false,29,0.9375,m,crossset_diff_emotion
A-rage-07,B-admiration-d2-v4,rage,admiration,dedication,false,29,0.9375,m,crossset_diff_emotion
A-rage-07,B-vigilance-d2-v4,rage,vigilance,focus,false,29,0.9375,m,crossset_diff_emotion
A-grief-07,B-rage-d2-v4,grief,rage,anger,false,29,0.9375,m,crossset_diff_emotion
A-grief-07,B-terror-d2-v4,grief,terror,fear,false,29,0.9375,m,crossset_diff_emotion
A-grief-07,B-ecstasy-d2-v4,grief,ecstasy,relief,false,29,0.9375,m,crossset_diff_emotion
A-grief-07,B-loathing-d2-v4,grief,loathing,disgust,false,29,0.9375,m,crossset_diff_emotion
A-grief-07,B-amazement-d2-v4,grief,amazement,relief,false,29,0.9375,m,crossset_diff_emotion
A-grief-07,B-admiration-d2-v4,grief,admiration,dedication,false,29,0.9375,m,crossset_diff_emotion
A-grief-07,B-vigilance-d2-v4,grief,vigilance,focus,false,29,0.9375,m,crossset_diff_emotion
A-terror-07,B-rage-d2-v4,terror,rage,anger,false,29,0.9375,m,crossset_diff_emotion
A-terror-07,B-grief-d2-v4,terror,grief,nostalgia,false,29,0.9375,m,crossset_diff_emotion
A-terror-07,B-ecstasy-d2-v4,terror,ecstasy,relief,false,29,0.9375,m,crossset_diff_emotion
