source_id,target_id,source_emotion,target_emotion,original_pred,patched_pred,success,layer,norm_depth,act_type,stimulus_set,condition
B-terror-d3-v4,B-admiration-d2-v3,terror,admiration,guilt,guilt,false,3,0.25,h,setb,within_set
B-terror-d3-v4,B-vigilance-d2-v3,terror,vigilance,excitement,excitement,false,3,0.25,h,setb,within_set
B-ecstasy-d3-v4,B-rage-d2-v3,ecstasy,rage,frustration,frustration,false,3,0.25,h,setb,within_set
B-ecstasy-d3-v4,B-grief-d2-v3,ecstasy,grief,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-ecstasy-d3-v4,B-terror-d2-v3,ecstasy,terror,anxiety,anxiety,false,3,0.25,h,setb,within_set
B-ecstasy-d3-v4,B-loathing-d2-v3,ecstasy,loathing,concern,concern,false,3,0.25,h,setb,within_set
B-ecstasy-d3-v4,B-amazement-d2-v3,ecstasy,amazement,relief,relief,false,3,0.25,h,setb,within_set
B-ecstasy-d3-v4,B-admiration-d2-v3,ecstasy,admiration,guilt,anger,false,3,0.25,h,setb,within_set
B-ecstasy-d3-v4,B-vigilance-d2-v3,ecstasy,vigilance,excitement,excitement,false,3,0.25,h,setb,within_set
B-loathing-d3-v4,B-rage-d2-v3,loathing,rage,frustration,frustration,false,3,0.25,h,setb,within_set
B-loathing-d3-v4,B-grief-d2-v3,loathing,grief,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-loathing-d3-v4,B-terror-d2-v3,loathing,terror,anxiety,anxiety,false,3,0.25,h,setb,within_set
B-loathing-d3-v4,B-ecstasy-d2-v3,loathing,ecstasy,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-loathing-d3-v4,B-amazement-d2-v3,loathing,amazement,relief,relief,false,3,0.25,h,setb,within_set
B-loathing-d3-v4,B-admiration-d2-v3,loathing,admiration,guilt,anger,false,3,0.25,h,setb,within_set
B-loathing-d3-v4,B-vigilance-d2-v3,loathing,vigilance,excitement,excitement,false,3,0.25,h,setb,within_set
B-amazement-d3-v4,B-rage-d2-v3,amazement,rage,frustration,frustration,false,3,0.25,h,setb,within_set
B-amazement-d3-v4,B-grief-d2-v3,amazement,grief,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-amazement-d3-v4,B-terror-d2-v3,amazement,terror,anxiety,anxiety,false,3,0.25,h,setb,within_set
B-amazement-d3-v4,B-ecstasy-d2-v3,amazement,ecstasy,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-amazement-d3-v4,B-loathing-d2-v3,amazement,loathing,concern,concern,false,3,0.25,h,setb,within_set
B-amazement-d3-v4,B-admiration-d2-v3,amazement,admiration,guilt,anger,false,3,0.25,h,setb,within_set
B-amazement-d3-v4,B-vigilance-d2-v3,amazement,vigilance,excitement,excitement,false,3,0.25,h,setb,within_set
B-admiration-d3-v4,B-rage-d2-v3,admiration,rage,frustration,frustration,false,3,0.25,h,setb,within_set
B-admiration-d3-v4,B-grief-d2-v3,admiration,grief,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-admiration-d3-v4,B-terror-d2-v3,admiration,terror,anxiety,anxiety,false,3,0.25,h,setb,within_set
B-admiration-d3-v4,B-ecstasy-d2-v3,admiration,ecstasy,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-admiration-d3-v4,B-loathing-d2-v3,admiration,loathing,concern,concern,false,3,0.25,h,setb,within_set
B-admiration-d3-v4,B-amazement-d2-v3,admiration,amazement,relief,relief,false,3,0.25,h,setb,within_set
B-admiration-d3-v4,B-vigilance-d2-v3,admiration,vigilance,excitement,excitement,false,3,0.25,h,setb,within_set
B-vigilance-d3-v4,B-rage-d2-v3,vigilance,rage,frustration,frustration,false,3,0.25,h,setb,within_set
B-vigilance-d3-v4,B-grief-d2-v3,vigilance,grief,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-vigilance-d3-v4,B-terror-d2-v3,vigilance,terror,anxiety,anxiety,true,3,0.25,h,setb,within_set
B-vigilance-d3-v4,B-ecstasy-d2-v3,vigilance,ecstasy,nostalgia,nostalgia,false,3,0.25,h,setb,within_set
B-vigilance-d3-v4,B-loathing-d2-v3,vigilance,loathing,concern,concern,false,3,0.25,h,setb,within_set
B-vigilance-d3-v4,B-amazement-d2-v3,vigilance,amazement,relief,relief,false,3,0.25,h,setb,within_set
B-vigilance-d3-v4,B-admiration-d2-v3,vigilance,admiration,guilt,anger,false,3,0.25,h,setb,within_set
B-rage-d1-v1,B-grief-d2-v1,rage,grief,sadness,sadness,false,7,0.5,h,setb,within_set
B-rage-d1-v1,B-terror-d2-v1,rage,terror,sadness,concern,false,7,0.5,h,setb,within_set
B-rage-d1-v1,B-ecstasy-d2-v1,rage,ecstasy,nostalgia,nostalgia,false,7,0.5,h,setb,within_set
B-rage-d1-v1,B-loathing-d2-v1,rage,loathing,fear,fear,false,7,0.5,h,setb,within_set
B-rage-d1-v1,B-amazement-d2-v1,rage,amazement,relief,relief,false,7,0.5,h,setb,within_set
B-rage-d1-v1,B-admiration-d2-v1,rage,admiration,guilt,guilt,false,7,0.5,h,setb,within_set
B-rage-d1-v1,B-vigilance-d2-v1,rage,vigilance,anxiety,anxiety,false,7,0.5,h,setb,within_set
B-grief-d1-v1,B-rage-d2-v1,grief,rage,relief,relief,false,7,0.5,h,setb,within_set
B-grief-d1-v1,B-terror-d2-v1,grief,terror,sadness,concern,false,7,0.5,h,setb,within_set
B-grief-d1-v1,B-ecstasy-d2-v1,grief,ecstasy,nostalgia,nostalgia,false,7,0.5,h,setb,within_set
B-grief-d1-v1,B-loathing-d2-v1,grief,loathing,fear,fear,false,7,0.5,h,setb,within_set
B-grief-d1-v1,B-amazement-d2-v1,grief,amazement,relief,relief,false,7,0.5,h,setb,within_set
B-grief-d1-v1,B-admiration-d2-v1,grief,admiration,guilt,guilt,false,7,0.5,h,setb,within_set
B-grief-d1-v1,B-vigilance-d2-v1,grief,vigilance,anxiety,anxiety,false,7,0.5,h,setb,within_set
B-terror-d1-v1,B-rage-d2-v1,terror,rage,relief,relief,false,7,0.5,h,setb,within_set
B-terror-d1-v1,B-grief-d2-v1,terror,grief,sadness,sadness,false,7,0.5,h,setb,within_set
B-terror-d1-v1,B-ecstasy-d2-v1,terror,ecstasy,nostalgia,nostalgia,false,7,0.5,h,setb,within_set
B-terror-d1-v1,B-loathing-d2-v1,terror,loathing,fear,fear,true,7,0.5,h,setb,within_set
B-terror-d1-v1,B-amazement-d2-v1,terror,amazement,relief,relief,false,7,0.5,h,setb,within_set
B-terror-d1-v1,B-admiration-d2-v1,terror,admiration,guilt,guilt,false,7,0.5,h,setb,within_set
B-terror-d1-v1,B-vigilance-d2-v1,terror,vigilance,anxiety,anxiety,true,7,0.5,h,setb,within_set
B-ecstasy-d1-v1,B-rage-d2-v1,ecstasy,rage,relief,relief,false,7,0.5,h,setb,within_set
B-ecstasy-d1-v1,B-grief-d2-v1,ecstasy,grief,sadness,sadness,false,7,0.5,h,setb,within_set
B-ecstasy-d1-v1,B-terror-d2-v1,ecstasy,terror,sadness,surprise,false,7,0.5,h,setb,within_set
B-ecstasy-d1-v1,B-loathing-d2-v1,ecstasy,loathing,fear,fear,false,7,0.5,h,setb,within_set
B-ecstasy-d1-v1,B-amazement-d2-v1,ecstasy,amazement,relief,relief,false,7,0.5,h,setb,within_set
B-ecstasy-d1-v1,B-admiration-d2-v1,ecstasy,admiration,guilt,guilt,false,7,0.5,h,setb,within_set
B-ecstasy-d1-v1,B-vigilance-d2-v1,ecstasy,vigilance,anxiety,anxiety,false,7,0.5,h,setb,within_set
B-loathing-d1-v1,B-rage-d2-v1,loathing,rage,relief,relief,false,7,0.5,h,setb,within_set
B-loathing-d1-v1,B-grief-d2-v1,loathing,grief,sadness,sadness,false,7,0.5,h,setb,within_set
B-loathing-d1-v1,B-terror-d2-v1,loathing,terror,sadness,concern,false,7,0.5,h,setb,within_set
B-loathing-d1-v1,B-ecstasy-d2-v1,loathing,ecstasy,nostalgia,nostalgia,false,7,0.5,h,setb,within_set
B-loathing-d1-v1,B-amazement-d2-v1,loathing,amazement,relief,fear,false,7,0.5,h,setb,within_set
B-loathing-d1-v1,B-admiration-d2-v1,loathing,admiration,guilt,guilt,false,7,0.5,h,setb,within_set
B-loathing-d1-v1,B-vigilance-d2-v1,loathing,vigilance,anxiety,anxiety,false,7,0.5,h,setb,within_set
B-amazement-d1-v1,B-rage-d2-v1,amazement,rage,relief,relief,false,7,0.5,h,setb,within_set
B-amazement-d1-v1,B-grief-d2-v1,amazement,grief,sadness,sadness,false,7,0.5,h,setb,within_set
B-amazement-d1-v1,B-terror-d2-v1,amazement,terror,sadness,concern,false,7,0.5,h,setb,within_set
B-amazement-d1-v1,B-ecstasy-d2-v1,amazement,ecstasy,nostalgia,nostalgia,false,7,0.5,h,setb,within_set
B-amazement-d1-v1,B-loathing-d2-v1,amazement,loathing,fear,fear,false,7,0.5,h,setb,within_set
B-amazement-d1-v1,B-admiration-d2-v1,amazement,admiration,guilt,guilt,false,7,0.5,h,setb,within_set
B-amazement-d1-v1,B-vigilance-d2-v1,amazement,vigilance,anxiety,anxiety,false,7,0.5,h,setb,within_set
B-admiration-d1-v1,B-rage-d2-v1,admiration,rage,relief,relief,false,7,0.5,h,setb,within_set
B-admiration-d1-v1,B-grief-d2-v1,admiration,grief,sadness,sadness,false,7,0.5,h,setb,within_set
B-admiration-d1-v1,B-terror-d2-v1,admiration,terror,sadness,surprise,false,7,0.5,h,setb,within_set
B-admiration-d1-v1,B-ecstasy-d2-v1,admiration,ecstasy,nostalgia,nostalgia,false,7,0.5,h,setb,within_set
B-admiration-d1-v1,B-loathing-d2-v1,admiration,loathing,fear,surprise,false,7,0.5,h,setb,within_set
B-admiration-d1-v1,B-amazement-d2-v1,admiration,amazement,relief,relief,false,7,0.5,h,setb,within_set
B-admiration-d1-v1,B-vigilance-d2-v1,admiration,vigilance,anxiety,anxiety,false,7,0.5,h,setb,within_set
B-vigilance-d1-v1,B-rage-d2-v1,vigilance,rage,relief,relief,false,7,0.5,h,setb,within_set
B-vigilance-d1-v1,B-grief-d2-v1,vigilance,grief,sadness,sadness,false,7,0.5,h,setb,within_set
B-vigilance-d1-v1,B-terror-d2-v1,vigilance,terror,sadness,surprise,false,7,0.5,h,setb,within_set
B-vigilance-d1-v1,B-ecstasy-d2-v1,vigilance,ecstasy,nostalgia,nostalgia,false,7,0.5,h,setb,within_set
B-vigilance-d1-v1,B-loathing-d2-v1,vigilance,loathing,fear,surprise,false,7,0.5,h,setb,within_set
B-vigilance-d1-v1,B-amazement-d2-v1,vigilance,amazement,relief,relief,false,7,0.5,h,setb,within_set
B-vigilance-d1-v1,B-admiration-d2-v1,vigilance,admiration,guilt,guilt,false,7,0.5,h,setb,within_set
B-rage-d2-v1,B-grief-d3-v4,rage,grief,sadness,sadness,false,9,0.625,h,setb,within_set
B-rage-d2-v1,B-terror-d3-v4,rage,terror,curiosity,sadness,false,9,0.625,h,setb,within_set
B-rage-d2-v1,B-ecstasy-d3-v4,rage,ecstasy,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-rage-d2-v1,B-loathing-d3-v4,rage,loathing,anger,guilt,false,9,0.625,h,setb,within_set
B-rage-d2-v1,B-amazement-d3-v4,rage,amazement,polit,curiosity,false,9,0.625,h,setb,within_set
B-rage-d2-v1,B-admiration-d3-v4,rage,admiration,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-rage-d2-v1,B-vigilance-d3-v4,rage,vigilance,curiosity,none,false,9,0.625,h,setb,within_set
B-grief-d2-v1,B-rage-d3-v4,grief,rage,anger,sadness,true,9,0.625,h,setb,within_set
B-grief-d2-v1,B-terror-d3-v4,grief,terror,curiosity,sadness,true,9,0.625,h,setb,within_set
B-grief-d2-v1,B-ecstasy-d3-v4,grief,ecstasy,curiosity,sadness,true,9,0.625,h,setb,within_set
B-grief-d2-v1,B-loathing-d3-v4,grief,loathing,anger,sadness,true,9,0.625,h,setb,within_set
B-grief-d2-v1,B-amazement-d3-v4,grief,amazement,polit,sadness,true,9,0.625,h,setb,within_set
B-grief-d2-v1,B-admiration-d3-v4,grief,admiration,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-grief-d2-v1,B-vigilance-d3-v4,grief,vigilance,curiosity,sadness,true,9,0.625,h,setb,within_set
B-terror-d2-v1,B-rage-d3-v4,terror,rage,anger,anger,false,9,0.625,h,setb,within_set
B-terror-d2-v1,B-grief-d3-v4,terror,grief,sadness,sadness,false,9,0.625,h,setb,within_set
B-terror-d2-v1,B-ecstasy-d3-v4,terror,ecstasy,curiosity,surprise,false,9,0.625,h,setb,within_set
B-terror-d2-v1,B-loathing-d3-v4,terror,loathing,anger,anger,false,9,0.625,h,setb,within_set
B-terror-d2-v1,B-amazement-d3-v4,terror,amazement,polit,surprise,false,9,0.625,h,setb,within_set
B-terror-d2-v1,B-admiration-d3-v4,terror,admiration,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-terror-d2-v1,B-vigilance-d3-v4,terror,vigilance,curiosity,surprise,false,9,0.625,h,setb,within_set
B-ecstasy-d2-v1,B-rage-d3-v4,ecstasy,rage,anger,sadness,false,9,0.625,h,setb,within_set
B-ecstasy-d2-v1,B-grief-d3-v4,ecstasy,grief,sadness,nostalgia,false,9,0.625,h,setb,within_set
B-ecstasy-d2-v1,B-terror-d3-v4,ecstasy,terror,curiosity,sadness,false,9,0.625,h,setb,within_set
B-ecstasy-d2-v1,B-loathing-d3-v4,ecstasy,loathing,anger,sadness,false,9,0.625,h,setb,within_set
B-ecstasy-d2-v1,B-amazement-d3-v4,ecstasy,amazement,polit,sadness,false,9,0.625,h,setb,within_set
B-ecstasy-d2-v1,B-admiration-d3-v4,ecstasy,admiration,curiosity,nostalgia,false,9,0.625,h,setb,within_set
B-ecstasy-d2-v1,B-vigilance-d3-v4,ecstasy,vigilance,curiosity,nostalgia,false,9,0.625,h,setb,within_set
B-loathing-d2-v1,B-rage-d3-v4,loathing,rage,anger,fear,false,9,0.625,h,setb,within_set
B-loathing-d2-v1,B-grief-d3-v4,loathing,grief,sadness,sadness,false,9,0.625,h,setb,within_set
B-loathing-d2-v1,B-terror-d3-v4,loathing,terror,curiosity,fear,false,9,0.625,h,setb,within_set
B-loathing-d2-v1,B-ecstasy-d3-v4,loathing,ecstasy,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-loathing-d2-v1,B-amazement-d3-v4,loathing,amazement,polit,surprise,false,9,0.625,h,setb,within_set
B-loathing-d2-v1,B-admiration-d3-v4,loathing,admiration,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-loathing-d2-v1,B-vigilance-d3-v4,loathing,vigilance,curiosity,fear,false,9,0.625,h,setb,within_set
B-amazement-d2-v1,B-rage-d3-v4,amazement,rage,anger,sadness,false,9,0.625,h,setb,within_set
B-amazement-d2-v1,B-grief-d3-v4,amazement,grief,sadness,sadness,false,9,0.625,h,setb,within_set
B-amazement-d2-v1,B-terror-d3-v4,amazement,terror,curiosity,sadness,false,9,0.625,h,setb,within_set
B-amazement-d2-v1,B-ecstasy-d3-v4,amazement,ecstasy,curiosity,sadness,false,9,0.625,h,setb,within_set
B-amazement-d2-v1,B-loathing-d3-v4,amazement,loathing,anger,sadness,false,9,0.625,h,setb,within_set
B-amazement-d2-v1,B-admiration-d3-v4,amazement,admiration,curiosity,sadness,false,9,0.625,h,setb,within_set
B-amazement-d2-v1,B-vigilance-d3-v4,amazement,vigilance,curiosity,sadness,false,9,0.625,h,setb,within_set
B-admiration-d2-v1,B-rage-d3-v4,admiration,rage,anger,guilt,false,9,0.625,h,setb,within_set
B-admiration-d2-v1,B-grief-d3-v4,admiration,grief,sadness,empathy,false,9,0.625,h,setb,within_set
B-admiration-d2-v1,B-terror-d3-v4,admiration,terror,curiosity,empathy,false,9,0.625,h,setb,within_set
B-admiration-d2-v1,B-ecstasy-d3-v4,admiration,ecstasy,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-admiration-d2-v1,B-loathing-d3-v4,admiration,loathing,anger,empathy,false,9,0.625,h,setb,within_set
B-admiration-d2-v1,B-amazement-d3-v4,admiration,amazement,polit,empathy,false,9,0.625,h,setb,within_set
B-admiration-d2-v1,B-vigilance-d3-v4,admiration,vigilance,curiosity,empathy,false,9,0.625,h,setb,within_set
B-vigilance-d2-v1,B-rage-d3-v4,vigilance,rage,anger,frustration,false,9,0.625,h,setb,within_set
B-vigilance-d2-v1,B-grief-d3-v4,vigilance,grief,sadness,relief,false,9,0.625,h,setb,within_set
B-vigilance-d2-v1,B-terror-d3-v4,vigilance,terror,curiosity,surprise,false,9,0.625,h,setb,within_set
B-vigilance-d2-v1,B-ecstasy-d3-v4,vigilance,ecstasy,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-vigilance-d2-v1,B-loathing-d3-v4,vigilance,loathing,anger,anger,false,9,0.625,h,setb,within_set
B-vigilance-d2-v1,B-amazement-d3-v4,vigilance,amazement,polit,surprise,false,9,0.625,h,setb,within_set
B-vigilance-d2-v1,B-admiration-d3-v4,vigilance,admiration,curiosity,curiosity,false,9,0.625,h,setb,within_set
B-rage-d3-v4,B-grief-d2-v4,rage,grief,nostalgia,curiosity,false,10,0.6875,h,setb,within_set
B-rage-d3-v4,B-terror-d2-v4,rage,terror,fear,fear,false,10,0.6875,h,setb,within_set
B-rage-d3-v4,B-ecstasy-d2-v4,rage,ecstasy,curiosity,surprise,false,10,0.6875,h,setb,within_set
B-rage-d3-v4,B-loathing-d2-v4,rage,loathing,guilt,guilt,false,10,0.6875,h,setb,within_set
B-rage-d3-v4,B-amazement-d2-v4,rage,amazement,relief,relief,false,10,0.6875,h,setb,within_set
B-rage-d3-v4,B-admiration-d2-v4,rage,admiration,regret,frustration,true,10,0.6875,h,setb,within_set
B-rage-d3-v4,B-vigilance-d2-v4,rage,vigilance,indifference,indifference,false,10,0.6875,h,setb,within_set
B-grief-d3-v4,B-rage-d2-v4,grief,rage,concern,sadness,true,10,0.6875,h,setb,within_set
B-grief-d3-v4,B-terror-d2-v4,grief,terror,fear,sadness,true,10,0.6875,h,setb,within_set
B-grief-d3-v4,B-ecstasy-d2-v4,grief,ecstasy,curiosity,sadness,true,10,0.6875,h,setb,within_set
B-grief-d3-v4,B-loathing-d2-v4,grief,loathing,guilt,sadness,true,10,0.6875,h,setb,within_set
B-grief-d3-v4,B-amazement-d2-v4,grief,amazement,relief,relief,false,10,0.6875,h,setb,within_set
B-grief-d3-v4,B-admiration-d2-v4,grief,admiration,regret,sadness,true,10,0.6875,h,setb,within_set
B-grief-d3-v4,B-vigilance-d2-v4,grief,vigilance,indifference,sadness,true,10,0.6875,h,setb,within_set
B-terror-d3-v4,B-rage-d2-v4,terror,rage,concern,curiosity,false,10,0.6875,h,setb,within_set
B-terror-d3-v4,B-grief-d2-v4,terror,grief,nostalgia,curiosity,false,10,0.6875,h,setb,within_set
B-terror-d3-v4,B-ecstasy-d2-v4,terror,ecstasy,curiosity,curiosity,false,10,0.6875,h,setb,within_set
B-terror-d3-v4,B-loathing-d2-v4,terror,loathing,guilt,confusion,false,10,0.6875,h,setb,within_set
B-terror-d3-v4,B-amazement-d2-v4,terror,amazement,relief,curiosity,false,10,0.6875,h,setb,within_set
B-terror-d3-v4,B-admiration-d2-v4,terror,admiration,regret,curiosity,false,10,0.6875,h,setb,within_set
B-terror-d3-v4,B-vigilance-d2-v4,terror,vigilance,indifference,curiosity,false,10,0.6875,h,setb,within_set
B-ecstasy-d3-v4,B-rage-d2-v4,ecstasy,rage,concern,curiosity,false,10,0.6875,h,setb,within_set
B-ecstasy-d3-v4,B-grief-d2-v4,ecstasy,grief,nostalgia,curiosity,false,10,0.6875,h,setb,within_set
B-ecstasy-d3-v4,B-terror-d2-v4,ecstasy,terror,fear,curiosity,false,10,0.6875,h,setb,within_set
B-ecstasy-d3-v4,B-loathing-d2-v4,ecstasy,loathing,guilt,curiosity,false,10,0.6875,h,setb,within_set
B-ecstasy-d3-v4,B-amazement-d2-v4,ecstasy,amazement,relief,curiosity,false,10,0.6875,h,setb,within_set
B-ecstasy-d3-v4,B-admiration-d2-v4,ecstasy,admiration,regret,curiosity,false,10,0.6875,h,setb,within_set
B-ecstasy-d3-v4,B-vigilance-d2-v4,ecstasy,vigilance,indifference,curiosity,false,10,0.6875,h,setb,within_set
B-loathing-d3-v4,B-rage-d2-v4,loathing,rage,concern,none,false,10,0.6875,h,setb,within_set
B-loathing-d3-v4,B-grief-d2-v4,loathing,grief,nostalgia,curiosity,false,10,0.6875,h,setb,within_set
B-loathing-d3-v4,B-terror-d2-v4,loathing,terror,fear,relief,false,10,0.6875,h,setb,within_set
B-loathing-d3-v4,B-ecstasy-d2-v4,loathing,ecstasy,curiosity,none,false,10,0.6875,h,setb,within_set
B-loathing-d3-v4,B-amazement-d2-v4,loathing,amazement,relief,relief,false,10,0.6875,h,setb,within_set
B-loathing-d3-v4,B-admiration-d2-v4,loathing,admiration,regret,none,false,10,0.6875,h,setb,within_set
B-loathing-d3-v4,B-vigilance-d2-v4,loathing,vigilance,indifference,indifference,false,10,0.6875,h,setb,within_set
B-amazement-d3-v4,B-rage-d2-v4,amazement,rage,concern,joy,false,10,0.6875,h,setb,within_set
B-amazement-d3-v4,B-grief-d2-v4,amazement,grief,nostalgia,curiosity,false,10,0.6875,h,setb,within_set
B-amazement-d3-v4,B-terror-d2-v4,amazement,terror,fear,surprise,true,10,0.6875,h,setb,within_set
B-amazement-d3-v4,B-ecstasy-d2-v4,amazement,ecstasy,curiosity,surprise,true,10,0.6875,h,setb,within_set
B-amazement-d3-v4,B-loathing-d2-v4,amazement,loathing,guilt,guilt,false,10,0.6875,h,setb,within_set
B-amazement-d3-v4,B-admiration-d2-v4,amazement,admiration,regret,curiosity,false,10,0.6875,h,setb,within_set
B-amazement-d3-v4,B-vigilance-d2-v4,amazement,vigilance,indifference,indifference,false,10,0.6875,h,setb,within_set
B-admiration-d3-v4,B-rage-d2-v4,admiration,rage,concern,sadness,false,10,0.6875,h,setb,within_set
B-admiration-d3-v4,B-grief-d2-v4,admiration,grief,nostalgia,empathy,false,10,0.6875,h,setb,within_set
B-admiration-d3-v4,B-terror-d2-v4,admiration,terror,fear,empathy,false,10,0.6875,h,setb,within_set
B-admiration-d3-v4,B-ecstasy-d2-v4,admiration,ecstasy,curiosity,empathy,false,10,0.6875,h,setb,within_set
B-admiration-d3-v4,B-loathing-d2-v4,admiration,loathing,guilt,sadness,false,10,0.6875,h,setb,within_set
B-admiration-d3-v4,B-amazement-d2-v4,admiration,amazement,relief,relief,false,10,0.6875,h,setb,within_set
B-admiration-d3-v4,B-vigilance-d2-v4,admiration,vigilance,indifference,empathy,false,10,0.6875,h,setb,within_set
B-vigilance-d3-v4,B-rage-d2-v4,vigilance,rage,concern,surprise,false,10,0.6875,h,setb,within_set
B-vigilance-d3-v4,B-grief-d2-v4,vigilance,grief,nostalgia,curiosity,false,10,0.6875,h,setb,within_set
B-vigilance-d3-v4,B-terror-d2-v4,vigilance,terror,fear,fear,false,10,0.6875,h,setb,within_set
B-vigilance-d3-v4,B-ecstasy-d2-v4,vigilance,ecstasy,curiosity,surprise,false,10,0.6875,h,setb,within_set
B-vigilance-d3-v4,B-loathing-d2-v4,vigilance,loathing,guilt,surprise,false,10,0.6875,h,setb,within_set
B-vigilance-d3-v4,B-amazement-d2-v4,vigilance,amazement,relief,surprise,false,10,0.6875,h,setb,within_set
B-vigilance-d3-v4,B-admiration-d2-v4,vigilance,admiration,regret,curiosity,false,10,0.6875,h,setb,within_set
B-rage-d3-v2,B-grief-d1-v1,rage,grief,nostalgia,fear,false,11,0.75,h,setb,within_set
B-rage-d3-v2,B-terror-d1-v1,rage,terror,surprise,fear,false,11,0.75,h,setb,within_set
B-rage-d3-v2,B-ecstasy-d1-v1,rage,ecstasy,grief,fear,false,11,0.75,h,setb,within_set
B-rage-d3-v2,B-loathing-d1-v1,rage,loathing,satisfaction,fear,false,11,0.75,h,setb,within_set
B-rage-d3-v2,B-amazement-d1-v1,rage,amazement,awe,fear,false,11,0.75,h,setb,within_set
B-rage-d3-v2,B-admiration-d1-v1,rage,admiration,pride,fear,false,11,0.75,h,setb,within_set
B-rage-d3-v2,B-vigilance-d1-v1,rage,vigilance,surprise,fear,false,11,0.75,h,setb,within_set
B-grief-d3-v2,B-rage-d1-v1,grief,rage,anger,sadness,true,11,0.75,h,setb,within_set
B-grief-d3-v2,B-terror-d1-v1,grief,terror,surprise,sadness,true,11,0.75,h,setb,within_set
B-grief-d3-v2,B-ecstasy-d1-v1,grief,ecstasy,grief,sadness,true,11,0.75,h,setb,within_set
B-grief-d3-v2,B-loathing-d1-v1,grief,loathing,satisfaction,sadness,true,11,0.75,h,setb,within_set
B-grief-d3-v2,B-amazement-d1-v1,grief,amazement,awe,sadness,true,11,0.75,h,setb,within_set
B-grief-d3-v2,B-admiration-d1-v1,grief,admiration,pride,sadness,true,11,0.75,h,setb,within_set
B-grief-d3-v2,B-vigilance-d1-v1,grief,vigilance,surprise,sadness,true,11,0.75,h,setb,within_set
B-terror-d3-v2,B-rage-d1-v1,terror,rage,anger,anger,false,11,0.75,h,setb,within_set
B-terror-d3-v2,B-grief-d1-v1,terror,grief,nostalgia,relief,false,11,0.75,h,setb,within_set
B-terror-d3-v2,B-ecstasy-d1-v1,terror,ecstasy,grief,relief,false,11,0.75,h,setb,within_set
B-terror-d3-v2,B-loathing-d1-v1,terror,loathing,satisfaction,relief,false,11,0.75,h,setb,within_set
