source_id,target_id,source_emotion,target_emotion,patched_pred,success,layer,norm_depth,act_type,condition
A-admiration-06,B-admiration-d3-v4,admiration,admiration,empathy,false,7,0.5,h,crossset_same_emotion
A-vigilance-06,B-vigilance-d3-v4,vigilance,vigilance,curiosity,false,7,0.5,h,crossset_same_emotion
A-rage-06,B-grief-d3-v3,rage,grief,sadness,false,7,0.5,h,crossset_diff_emotion
A-rage-06,B-terror-d3-v3,rage,terror,sadness,false,7,0.5,h,crossset_diff_emotion
A-rage-06,B-ecstasy-d3-v3,rage,ecstasy,confusion,false,7,0.5,h,crossset_diff_emotion
A-rage-06,B-loathing-d3-v3,rage,loathing,anger,true,7,0.5,h,crossset_diff_emotion
A-rage-06,B-amazement-d3-v3,rage,amazement,confusion,false,7,0.5,h,crossset_diff_emotion
A-rage-06,B-admiration-d3-v3,rage,admiration,disappointment,false,7,0.5,h,crossset_diff_emotion
A-rage-06,B-vigilance-d3-v3,rage,vigilance,surprise,false,7,0.5,h,crossset_diff_emotion
A-grief-06,B-rage-d3-v3,grief,rage,relief,false,7,0.5,h,crossset_diff_emotion
A-grief-06,B-terror-d3-v3,grief,terror,fear,false,7,0.5,h,crossset_diff_emotion
A-grief-06,B-ecstasy-d3-v3,grief,ecstasy,confusion,false,7,0.5,h,crossset_diff_emotion
A-grief-06,B-loathing-d3-v3,grief,loathing,anger,false,7,0.5,h,crossset_diff_emotion
A-grief-06,B-amazement-d3-v3,grief,amazement,confusion,false,7,0.5,h,crossset_diff_emotion
A-grief-06,B-admiration-d3-v3,grief,admiration,frustration,false,7,0.5,h,crossset_diff_emotion
A-grief-06,B-vigilance-d3-v3,grief,vigilance,fear,false,7,0.5,h,crossset_diff_emotion
A-terror-06,B-rage-d3-v3,terror,rage,indifference,false,7,0.5,h,crossset_diff_emotion
A-terror-06,B-grief-d3-v3,terror,grief,nostalgia,false,7,0.5,h,crossset_diff_emotion
A-terror-06,B-ecstasy-d3-v3,terror,ecstasy,confusion,false,7,0.5,h,crossset_diff_emotion
A-rage-01,B-rage-d3-v3,rage,rage,anger,true,9,0.625,h,crossset_same_emotion
A-grief-01,B-grief-d3-v3,grief,grief,sadness,true,9,0.625,h,crossset_same_emotion
A-terror-01,B-terror-d3-v3,terror,terror,fear,true,9,0.625,h,crossset_same_emotion
A-ecstasy-01,B-ecstasy-d3-v3,ecstasy,ecstasy,joy,true,9,0.625,h,crossset_same_emotion
A-loathing-01,B-loathing-d3-v3,loathing,loathing,anger,false,9,0.625,h,crossset_same_emotion
A-amazement-01,B-amazement-d3-v3,amazement,amazement,surprise,true,9,0.625,h,crossset_same_emotion
A-admiration-01,B-admiration-d3-v3,admiration,admiration,happiness,false,9,0.625,h,crossset_same_emotion
A-vigilance-01,B-vigilance-d3-v3,vigilance,vigilance,fear,false,9,0.625,h,crossset_same_emotion
A-rage-09,B-grief-d3-v4,rage,grief,frustration,true,9,0.625,h,crossset_diff_emotion
A-rage-09,B-terror-d3-v4,rage,terror,anger,true,9,0.625,h,crossset_diff_emotion
A-rage-09,B-ecstasy-d3-v4,rage,ecstasy,frustration,true,9,0.625,h,crossset_diff_emotion
A-rage-09,B-loathing-d3-v4,rage,loathing,anger,true,9,0.625,h,crossset_diff_emotion
A-rage-09,B-amazement-d3-v4,rage,amazement,frustration,true,9,0.625,h,crossset_diff_emotion
A-rage-09,B-admiration-d3-v4,rage,admiration,frustration,true,9,0.625,h,crossset_diff_emotion
A-rage-09,B-vigilance-d3-v4,rage,vigilance,anger,true,9,0.625,h,crossset_diff_emotion
A-grief-09,B-rage-d3-v4,grief,rage,sadness,true,9,0.625,h,crossset_diff_emotion
A-grief-09,B-terror-d3-v4,grief,terror,sadness,true,9,0.625,h,crossset_diff_emotion
A-grief-09,B-ecstasy-d3-v4,grief,ecstasy,sadness,true,9,0.625,h,crossset_diff_emotion
A-grief-09,B-loathing-d3-v4,grief,loathing,sadness,true,9,0.625,h,crossset_diff_emotion
A-grief-09,B-amazement-d3-v4,grief,amazement,sadness,true,9,0.625,h,crossset_diff_emotion
A-grief-09,B-admiration-d3-v4,grief,admiration,sadness,true,9,0.625,h,crossset_diff_emotion
A-grief-09,B-vigilance-d3-v4,grief,vigilance,sadness,true,9,0.625,h,crossset_diff_emotion
A-terror-09,B-rage-d3-v4,terror,rage,fear,true,9,0.625,h,crossset_diff_emotion
A-terror-09,B-grief-d3-v4,terror,grief,fear,true,9,0.625,h,crossset_diff_emotion
A-terror-09,B-ecstasy-d3-v4,terror,ecstasy,fear,true,9,0.625,h,crossset_diff_emotion
A-rage-06,B-rage-d2-v3,rage,rage,anger,true,10,0.6875,h,crossset_same_emotion
A-grief-06,B-grief-d2-v3,grief,grief,sadness,true,10,0.6875,h,crossset_same_emotion
A-terror-06,B-terror-d2-v3,terror,terror,fear,true,10,0.6875,h,crossset_same_emotion
A-ecstasy-06,B-ecstasy-d2-v3,ecstasy,ecstasy,joy,true,10,0.6875,h,crossset_same_emotion
A-loathing-06,B-loathing-d2-v3,loathing,loathing,disgust,true,10,0.6875,h,crossset_same_emotion
A-amazement-06,B-amazement-d2-v3,amazement,amazement,fear,false,10,0.6875,h,crossset_same_emotion
A-admiration-06,B-admiration-d2-v3,admiration,admiration,guilt,false,10,0.6875,h,crossset_same_emotion
A-vigilance-06,B-vigilance-d2-v3,vigilance,vigilance,fear,false,10,0.6875,h,crossset_same_emotion
A-rage-08,B-grief-d1-v4,rage,grief,sadness,false,10,0.6875,h,crossset_diff_emotion
A-rage-08,B-terror-d1-v4,rage,terror,joy,false,10,0.6875,h,crossset_diff_emotion
A-rage-08,B-ecstasy-d1-v4,rage,ecstasy,anger,true,10,0.6875,h,crossset_diff_emotion
A-rage-08,B-loathing-d1-v4,rage,loathing,joy,false,10,0.6875,h,crossset_diff_emotion
A-rage-08,B-amazement-d1-v4,rage,amazement,joy,false,10,0.6875,h,crossset_diff_emotion
A-rage-08,B-admiration-d1-v4,rage,admiration,sadness,false,10,0.6875,h,crossset_diff_emotion
A-rage-08,B-vigilance-d1-v4,rage,vigilance,joy,false,10,0.6875,h,crossset_diff_emotion
A-grief-08,B-rage-d1-v4,grief,rage,sadness,true,10,0.6875,h,crossset_diff_emotion
A-grief-08,B-terror-d1-v4,grief,terror,sadness,true,10,0.6875,h,crossset_diff_emotion
A-grief-08,B-ecstasy-d1-v4,grief,ecstasy,sadness,true,10,0.6875,h,crossset_diff_emotion
A-grief-08,B-loathing-d1-v4,grief,loathing,sadness,true,10,0.6875,h,crossset_diff_emotion
A-grief-08,B-amazement-d1-v4,grief,amazement,sadness,true,10,0.6875,h,crossset_diff_emotion
A-grief-08,B-admiration-d1-v4,grief,admiration,sadness,true,10,0.6875,h,crossset_diff_emotion
A-grief-08,B-vigilance-d1-v4,grief,vigilance,sadness,true,10,0.6875,h,crossset_diff_emotion
A-terror-08,B-rage-d1-v4,terror,rage,fear,true,10,0.6875,h,crossset_diff_emotion
A-terror-08,B-grief-d1-v4,terror,grief,fear,true,10,0.6875,h,crossset_diff_emotion
A-terror-08,B-ecstasy-d1-v4,terror,ecstasy,fear,true,10,0.6875,h,crossset_diff_emotion
A-rage-06,B-rage-d3-v4,rage,rage,anger,true,11,0.75,h,crossset_same_emotion
A-grief-06,B-grief-d3-v4,grief,grief,sadness,true,11,0.75,h,crossset_same_emotion
A-terror-06,B-terror-d3-v4,terror,terror,fear,true,11,0.75,h,crossset_same_emotion
A-ecstasy-06,B-ecstasy-d3-v4,ecstasy,ecstasy,joy,true,11,0.75,h,crossset_same_emotion
A-loathing-06,B-loathing-d3-v4,loathing,loathing,disgust,true,11,0.75,h,crossset_same_emotion
A-amazement-06,B-amazement-d3-v4,amazement,amazement,surprise,true,11,0.75,h,crossset_same_emotion
A-admiration-06,B-admiration-d3-v4,admiration,admiration,relief,false,11,0.75,h,crossset_same_emotion
A-vigilance-06,B-vigilance-d3-v4,vigilance,vigilance,anxiety,true,11,0.75,h,crossset_same_emotion
A-rage-03,B-grief-d3-v1,rage,grief,anger,true,11,0.75,h,crossset_diff_emotion
A-rage-03,B-terror-d3-v1,rage,terror,anger,true,11,0.75,h,crossset_diff_emotion
A-rage-03,B-ecstasy-d3-v1,rage,ecstasy,anger,true,11,0.75,h,crossset_diff_emotion
A-rage-03,B-loathing-d3-v1,rage,loathing,anger,true,11,0.75,h,crossset_diff_emotion
A-rage-03,B-amazement-d3-v1,rage,amazement,anger,true,11,0.75,h,crossset_diff_emotion
A-rage-03,B-admiration-d3-v1,rage,admiration,anger,true,11,0.75,h,crossset_diff_emotion
A-rage-03,B-vigilance-d3-v1,rage,vigilance,anger,true,11,0.75,h,crossset_diff_emotion
A-grief-03,B-rage-d3-v1,grief,rage,sadness,true,11,0.75,h,crossset_diff_emotion
A-grief-03,B-terror-d3-v1,grief,terror,sadness,true,11,0.75,h,crossset_diff_emotion
A-grief-03,B-ecstasy-d3-v1,grief,ecstasy,sadness,true,11,0.75,h,crossset_diff_emotion
A-grief-03,B-loathing-d3-v1,grief,loathing,sadness,true,11,0.75,h,crossset_diff_emotion
A-grief-03,B-amazement-d3-v1,grief,amazement,sadness,true,11,0.75,h,crossset_diff_emotion
A-grief-03,B-admiration-d3-v1,grief,admiration,sadness,true,11,0.75,h,crossset_diff_emotion
A-grief-03,B-vigilance-d3-v1,grief,vigilance,sadness,true,11,0.75,h,crossset_diff_emotion
A-terror-03,B-rage-d3-v1,terror,rage,fear,true,11,0.75,h,crossset_diff_emotion
A-terror-03,B-grief-d3-v1,terror,grief,fear,true,11,0.75,h,crossset_diff_emotion
A-terror-03,B-ecstasy-d3-v1,terror,ecstasy,fear,true,11,0.75,h,crossset_diff_emotion
A-rage-05,B-rage-d1-v2,rage,rage,anger,true,12,0.8125,h,crossset_same_emotion
A-grief-05,B-grief-d1-v2,grief,grief,sadness,true,12,0.8125,h,crossset_same_emotion
A-terror-05,B-terror-d1-v2,terror,terror,anger,false,12,0.8125,h,crossset_same_emotion
A-ecstasy-05,B-ecstasy-d1-v2,ecstasy,ecstasy,joy,true,12,0.8125,h,crossset_same_emotion
A-loathing-05,B-loathing-d1-v2,loathing,loathing,sadness,false,12,0.8125,h,crossset_same_emotion
A-amazement-05,B-amazement-d1-v2,amazement,amazement,surprise,true,12,0.8125,h,crossset_same_emotion
A-admiration-05,B-admiration-d1-v2,admiration,admiration,relief,false,12,0.8125,h,crossset_same_emotion
A-vigilance-05,B-vigilance-d1-v2,vigilance,vigilance,anxiety,true,12,0.8125,h,crossset_same_emotion
A-rage-02,B-grief-d2-v2,rage,grief,anger,true,12,0.8125,h,crossset_diff_emotion
A-rage-02,B-terror-d2-v2,rage,terror,anger,true,12,0.8125,h,crossset_diff_emotion
A-rage-02,B-ecstasy-d2-v2,rage,ecstasy,anger,true,12,0.8125,h,crossset_diff_emotion
A-rage-02,B-loathing-d2-v2,rage,loathing,anger,true,12,0.8125,h,crossset_diff_emotion
A-rage-02,B-amazement-d2-v2,rage,amazement,anger,true,12,0.8125,h,crossset_diff_emotion
A-rage-02,B-admiration-d2-v2,rage,admiration,anger,true,12,0.8125,h,crossset_diff_emotion
A-rage-02,B-vigilance-d2-v2,rage,vigilance,anger,true,12,0.8125,h,crossset_diff_emotion
A-grief-02,B-rage-d2-v2,grief,rage,anger,false,12,0.8125,h,crossset_diff_emotion
A-grief-02,B-terror-d2-v2,grief,terror,anger,false,12,0.8125,h,crossset_diff_emotion
A-grief-02,B-ecstasy-d2-v2,grief,ecstasy,anger,false,12,0.8125,h,crossset_diff_emotion
A-grief-02,B-loathing-d2-v2,grief,loathing,anger,false,12,0.8125,h,crossset_diff_emotion
A-grief-02,B-amazement-d2-v2,grief,amazement,sadness,true,12,0.8125,h,crossset_diff_emotion
A-grief-02,B-admiration-d2-v2,grief,admiration,anger,false,12,0.8125,h,crossset_diff_emotion
A-grief-02,B-vigilance-d2-v2,grief,vigilance,anger,false,12,0.8125,h,crossset_diff_emotion
A-terror-02,B-rage-d2-v2,terror,rage,fear,true,12,0.8125,h,crossset_diff_emotion
A-terror-02,B-grief-d2-v2,terror,grief,fear,true,12,0.8125,h,crossset_diff_emotion
A-terror-02,B-ecstasy-d2-v2,terror,ecstasy,fear,true,12,0.8125,h,crossset_diff_emotion
A-rage-02,B-rage-d1-v2,rage,rage,anger,true,13,0.875,h,crossset_same_emotion
A-grief-02,B-grief-d1-v2,grief,grief,anger,false,13,0.875,h,crossset_same_emotion
A-terror-02,B-terror-d1-v2,terror,terror,fear,true,13,0.875,h,crossset_same_emotion
A-ecstasy-02,B-ecstasy-d1-v2,ecstasy,ecstasy,joy,true,13,0.875,h,crossset_same_emotion
A-loathing-02,B-loathing-d1-v2,loathing,loathing,disgust,true,13,0.875,h,crossset_same_emotion
A-amazement-02,B-amazement-d1-v2,amazement,amazement,surprise,true,13,0.875,h,crossset_same_emotion
A-admiration-02,B-admiration-d1-v2,admiration,admiration,trust,false,13,0.875,h,crossset_same_emotion
A-vigilance-02,B-vigilance-d1-v2,vigilance,vigilance,anxiety,true,13,0.875,h,crossset_same_emotion
A-rage-01,B-grief-d2-v3,rage,grief,anger,true,13,0.875,h,crossset_diff_emotion
A-rage-01,B-terror-d2-v3,rage,terror,anger,true,13,0.875,h,crossset_diff_emotion
A-rage-01,B-ecstasy-d2-v3,rage,ecstasy,anger,true,13,0.875,h,crossset_diff_emotion
A-rage-01,B-loathing-d2-v3,rage,loathing,anger,true,13,0.875,h,crossset_diff_emotion
A-rage-01,B-amazement-d2-v3,rage,amazement,anger,true,13,0.875,h,crossset_diff_emotion
A-rage-01,B-admiration-d2-v3,rage,admiration,anger,true,13,0.875,h,crossset_diff_emotion
A-rage-01,B-vigilance-d2-v3,rage,vigilance,anger,true,13,0.875,h,crossset_diff_emotion
A-grief-01,B-rage-d2-v3,grief,rage,sadness,true,13,0.875,h,crossset_diff_emotion
A-grief-01,B-terror-d2-v3,grief,terror,sadness,true,13,0.875,h,crossset_diff_emotion
A-grief-01,B-ecstasy-d2-v3,grief,ecstasy,sadness,true,13,0.875,h,crossset_diff_emotion
A-grief-01,B-loathing-d2-v3,grief,loathing,sadness,true,13,0.875,h,crossset_diff_emotion
A-grief-01,B-amazement-d2-v3,grief,amazement,sadness,true,13,0.875,h,crossset_diff_emotion
A-grief-01,B-admiration-d2-v3,grief,admiration,sadness,true,13,0.875,h,crossset_diff_emotion
A-grief-01,B-vigilance-d2-v3,grief,vigilance,sadness,true,13,0.875,h,crossset_diff_emotion
A-terror-01,B-rage-d2-v3,terror,rage,fear,true,13,0.875,h,crossset_diff_emotion
A-terror-01,B-grief-d2-v3,terror,grief,fear,true,13,0.875,h,crossset_diff_emotion
A-terror-01,B-ecstasy-d2-v3,terror,ecstasy,fear,true,13,0.875,h,crossset_diff_emotion
A-rage-02,B-rage-d3-v1,rage,rage,anger,true,15,1.0,h,crossset_same_emotion
A-grief-02,B-grief-d3-v1,grief,grief,anger,false,15,1.0,h,crossset_same_emotion
A-terror-02,B-terror-d3-v1,terror,terror,fear,true,15,1.0,h,crossset_same_emotion
A-ecstasy-02,B-ecstasy-d3-v1,ecstasy,ecstasy,joy,true,15,1.0,h,crossset_same_emotion
A-loathing-02,B-loathing-d3-v1,loathing,loathing,disgust,true,15,1.0,h,crossset_same_emotion
A-amazement-02,B-amazement-d3-v1,amazement,amazement,surprise,true,15,1.0,h,crossset_same_emotion
A-admiration-02,B-admiration-d3-v1,admiration,admiration,trust,false,15,1.0,h,crossset_same_emotion
A-vigilance-02,B-vigilance-d3-v1,vigilance,vigilance,fear,false,15,1.0,h,crossset_same_emotion
A-rage-01,B-grief-d1-v2,rage,grief,anger,true,15,1.0,h,crossset_diff_emotion
A-rage-01,B-terror-d1-v2,rage,terror,anger,true,15,1.0,h,crossset_diff_emotion
A-rage-01,B-ecstasy-d1-v2,rage,ecstasy,anger,true,15,1.0,h,crossset_diff_emotion
A-rage-01,B-loathing-d1-v2,rage,loathing,anger,true,15,1.0,h,crossset_diff_emotion
A-rage-01,B-amazement-d1-v2,rage,amazement,anger,true,15,1.0,h,crossset_diff_emotion
A-rage-01,B-admiration-d1-v2,rage,admiration,anger,true,15,1.0,h,crossset_diff_emotion
A-rage-01,B-vigilance-d1-v2,rage,vigilance,anger,true,15,1.0,h,crossset_diff_emotion
A-grief-01,B-rage-d1-v2,grief,rage,sadness,true,15,1.0,h,crossset_diff_emotion
A-grief-01,B-terror-d1-v2,grief,terror,sadness,true,15,1.0,h,crossset_diff_emotion
A-grief-01,B-ecstasy-d1-v2,grief,ecstasy,sadness,true,15,1.0,h,crossset_diff_emotion
A-grief-01,B-loathing-d1-v2,grief,loathing,sadness,true,15,1.0,h,crossset_diff_emotion
A-grief-01,B-amazement-d1-v2,grief,amazement,sadness,true,15,1.0,h,crossset_diff_emotion
A-grief-01,B-admiration-d1-v2,grief,admiration,sadness,true,15,1.0,h,crossset_diff_emotion
A-grief-01,B-vigilance-d1-v2,grief,vigilance,sadness,true,15,1.0,h,crossset_diff_emotion
A-terror-01,B-rage-d1-v2,terror,rage,fear,true,15,1.0,h,crossset_diff_emotion
A-terror-01,B-grief-d1-v2,terror,grief,fear,true,15,1.0,h,crossset_diff_emotion
A-terror-01,B-ecstasy-d1-v2,terror,ecstasy,fear,true,15,1.0,h,crossset_diff_emotion
