id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
B-rage-d1-v2,rage,B_clinical,1,165,164,llama1b_base,"['joy', 'surprise', 'anger', 'happiness', 'sadness']",true,:,N-rage-d1-c2
B-rage-d1-v3,rage,B_clinical,1,165,164,llama1b_base,"['anger', 'sadness', 'joy', 'guilt', 'surprise']",true,:,N-rage-d1-c3
B-rage-d1-v4,rage,B_clinical,1,167,166,llama1b_base,"['anger', 'surprise', 'sadness', 'confusion', 'joy']",true,:,N-rage-d1-c4
B-rage-d2-v1,rage,B_clinical,2,156,155,llama1b_base,"['sadness', 'confusion', 'surprise', 'anger', 'guilt']",true,:,N-rage-d2-c1
B-rage-d2-v2,rage,B_clinical,2,163,162,llama1b_base,"['anger', 'sadness', 'shock', 'confusion', 'fear']",true,:,N-rage-d2-c2
B-rage-d2-v3,rage,B_clinical,2,168,167,llama1b_base,"['anger', 'confusion', 'surprise', 'fear', 'sadness']",true,:,N-rage-d2-c3
B-rage-d2-v4,rage,B_clinical,2,164,163,llama1b_base,"['sadness', 'confusion', 'surprise', 'joy', 'shock']",false,:,N-rage-d2-c4
B-rage-d3-v1,rage,B_clinical,3,165,164,llama1b_base,"['sadness', 'guilt', 'anger', 'fear', 'surprise']",true,:,N-rage-d3-c1
B-rage-d3-v2,rage,B_clinical,3,151,150,llama1b_base,"['fear', 'anger', 'sadness', 'surprise', 'confusion']",true,:,N-rage-d3-c2
B-rage-d3-v3,rage,B_clinical,3,161,160,llama1b_base,"['joy', 'surprise', 'sadness', 'pride', 'happiness']",false,:,N-rage-d3-c3
B-rage-d3-v4,rage,B_clinical,3,177,176,llama1b_base,"['anger', 'sadness', 'fear', 'confusion', 'joy']",true,:,N-rage-d3-c4
B-terror-d1-v1,terror,B_clinical,1,165,164,llama1b_base,"['fear', 'surprise', 'confusion', 'curiosity', 'joy']",true,:,N-terror-d1-c1
B-terror-d1-v2,terror,B_clinical,1,172,171,llama1b_base,"['confusion', 'surprise', 'fear', 'curiosity', 'joy']",true,:,N-terror-d1-c2
B-terror-d1-v3,terror,B_clinical,1,170,169,llama1b_base,"['fear', 'surprise', 'sadness', 'confusion', 'curiosity']",true,:,N-terror-d1-c3
B-terror-d1-v4,terror,B_clinical,1,171,170,llama1b_base,"['fear', 'confusion', 'surprise', 'anxiety', 'anger']",true,:,N-terror-d1-c4
B-terror-d2-v1,terror,B_clinical,2,181,180,llama1b_base,"['sadness', 'surprise', 'confusion', 'joy', 'fear']",true,:,N-terror-d2-c1
B-terror-d2-v2,terror,B_clinical,2,178,177,llama1b_base,"['surprise', 'confusion', 'fear', 'joy', 'sadness']",true,:,N-terror-d2-c2
B-terror-d2-v3,terror,B_clinical,2,187,186,llama1b_base,"['fear', 'sadness', 'surprise', 'joy', 'confusion']",true,:,N-terror-d2-c3
B-terror-d2-v4,terror,B_clinical,2,184,183,llama1b_base,"['fear', 'surprise', 'confusion', 'sadness', 'anger']",true,:,N-terror-d2-c4
B-terror-d3-v1,terror,B_clinical,3,194,193,llama1b_base,"['fear', 'surprise', 'sadness', 'confusion', 'curiosity']",true,:,N-terror-d3-c1
B-terror-d3-v2,terror,B_clinical,3,168,167,llama1b_base,"['fear', 'surprise', 'joy', 'sadness', 'anger']",true,:,N-terror-d3-c2
B-terror-d3-v3,terror,B_clinical,3,194,193,llama1b_base,"['surprise', 'fear', 'confusion', 'curiosity', 'sadness']",true,:,N-terror-d3-c3
B-terror-d3-v4,terror,B_clinical,3,189,188,llama1b_base,"['confusion', 'surprise', 'fear', 'sadness', 'curiosity']",true,:,N-terror-d3-c4
B-vigilance-d1-v1,vigilance,B_clinical,1,208,207,llama1b_base,"['fear', 'surprise', 'joy', 'confusion', 'anger']",false,:,N-vigilance-d1-c1
B-vigilance-d1-v2,vigilance,B_clinical,1,209,208,llama1b_base,"['fear', 'surprise', 'confusion', 'joy', 'relief']",false,:,N-vigilance-d1-c2
B-vigilance-d1-v3,vigilance,B_clinical,1,202,201,llama1b_base,"['fear', 'joy', 'sadness', 'anxiety', 'surprise']",true,:,N-vigilance-d1-c3
B-vigilance-d1-v4,vigilance,B_clinical,1,191,190,llama1b_base,"['surprise', 'joy', 'confusion', 'fear', 'sadness']",false,:,N-vigilance-d1-c4
B-vigilance-d2-v1,vigilance,B_clinical,2,224,223,llama1b_base,"['joy', 'fear', 'surprise', 'anger', 'confusion']",false,:,N-vigilance-d2-c1
B-vigilance-d2-v2,vigilance,B_clinical,2,206,205,llama1b_base,"['joy', 'fear', 'surprise', 'anticipation', 'sadness']",false,:,N-vigilance-d2-c2
B-vigilance-d2-v3,vigilance,B_clinical,2,201,200,llama1b_base,"['fear', 'joy', 'surprise', 'anxiety', 'excitement']",true,:,N-vigilance-d2-c3
B-vigilance-d2-v4,vigilance,B_clinical,2,211,210,llama1b_base,"['surprise', 'confusion', 'joy', 'fear', 'sadness']",false,:,N-vigilance-d2-c4
B-vigilance-d3-v1,vigilance,B_clinical,3,228,227,llama1b_base,"['joy', 'fear', 'surprise', 'anger', 'confusion']",false,:,N-vigilance-d3-c1
B-vigilance-d3-v2,vigilance,B_clinical,3,208,207,llama1b_base,"['fear', 'confusion', 'joy', 'surprise', 'anxiety']",true,:,N-vigilance-d3-c2
B-vigilance-d3-v3,vigilance,B_clinical,3,223,222,llama1b_base,"['fear', 'surprise', 'confusion', 'joy', 'anger']",false,:,N-vigilance-d3-c3
B-vigilance-d3-v4,vigilance,B_clinical,3,220,219,llama1b_base,"['surprise', 'fear', 'confusion', 'curiosity', 'anger']",false,:,N-vigilance-d3-c4
N-admiration-d1-c1,neutral,neutral,1,187,186,llama1b_base,"['joy', 'pride', 'surprise', 'happiness', 'confidence']",false,:,B-admiration-d1-v1
N-admiration-d1-c2,neutral,neutral,1,174,173,llama1b_base,"['joy', 'confusion', 'neutral', 'surprise', 'satisfaction']",false,:,B-admiration-d1-v2
N-admiration-d1-c3,neutral,neutral,1,185,184,llama1b_base,"['joy', 'pride', 'happiness', 'sadness', 'surprise']",false,:,B-admiration-d1-v3
N-admiration-d1-c4,neutral,neutral,1,182,181,llama1b_base,"['surprise', 'joy', 'sadness', 'happiness', 'confusion']",false,:,B-admiration-d1-v4
N-admiration-d2-c1,neutral,neutral,2,180,179,llama1b_base,"['joy', 'surprise', 'happiness', 'satisfaction', 'content']",false,:,B-admiration-d2-v1
N-admiration-d2-c2,neutral,neutral,2,181,180,llama1b_base,"['sadness', 'joy', 'surprise', 'happiness', 'relief']",false,:,B-admiration-d2-v2
N-admiration-d2-c3,neutral,neutral,2,190,189,llama1b_base,"['surprise', 'joy', 'curiosity', 'confusion', 'neutral']",false,:,B-admiration-d2-v3
N-admiration-d2-c4,neutral,neutral,2,184,183,llama1b_base,"['surprise', 'sadness', 'joy', 'happiness', 'confusion']",false,:,B-admiration-d2-v4
N-admiration-d3-c1,neutral,neutral,3,180,179,llama1b_base,"['joy', 'relief', 'surprise', 'happiness', 'gratitude']",false,:,B-admiration-d3-v1
N-admiration-d3-c2,neutral,neutral,3,180,179,llama1b_base,"['joy', 'surprise', 'happiness', 'relief', 'confusion']",false,:,B-admiration-d3-v2
N-admiration-d3-c3,neutral,neutral,3,196,195,llama1b_base,"['joy', 'happiness', 'surprise', 'pride', 'relief']",false,:,B-admiration-d3-v3
N-admiration-d3-c4,neutral,neutral,3,193,192,llama1b_base,"['joy', 'sadness', 'happiness', 'surprise', 'relief']",false,:,B-admiration-d3-v4
N-amazement-d1-c1,neutral,neutral,1,186,185,llama1b_base,"['surprise', 'joy', 'confusion', 'curiosity', 'fear']",false,:,B-amazement-d1-v1
N-amazement-d1-c2,neutral,neutral,1,186,185,llama1b_base,"['surprise', 'joy', 'fear', 'relief', 'confusion']",false,:,B-amazement-d1-v2
N-amazement-d1-c3,neutral,neutral,1,190,189,llama1b_base,"['joy', 'surprise', 'curiosity', 'happiness', 'excitement']",false,:,B-amazement-d1-v3
N-amazement-d1-c4,neutral,neutral,1,196,195,llama1b_base,"['surprise', 'joy', 'curiosity', 'sadness', 'confusion']",false,:,B-amazement-d1-v4
N-amazement-d2-c1,neutral,neutral,2,181,180,llama1b_base,"['joy', 'surprise', 'relief', 'confusion', 'fear']",false,:,B-amazement-d2-v1
N-amazement-d2-c2,neutral,neutral,2,182,181,llama1b_base,"['joy', 'surprise', 'happiness', 'sadness', 'pride']",false,:,B-amazement-d2-v2
N-amazement-d2-c3,neutral,neutral,2,197,196,llama1b_base,"['joy', 'sadness', 'surprise', 'happiness', 'relief']",false,:,B-amazement-d2-v3
N-amazement-d2-c4,neutral,neutral,2,194,193,llama1b_base,"['joy', 'surprise', 'sadness', 'curiosity', 'happiness']",false,:,B-amazement-d2-v4
N-amazement-d3-c1,neutral,neutral,3,186,185,llama1b_base,"['surprise', 'joy', 'happiness', 'curiosity', 'sadness']",false,:,B-amazement-d3-v1
N-amazement-d3-c2,neutral,neutral,3,179,178,llama1b_base,"['joy', 'surprise', 'curiosity', 'happiness', 'excitement']",false,:,B-amazement-d3-v2
N-amazement-d3-c3,neutral,neutral,3,180,179,llama1b_base,"['surprise', 'joy', 'relief', 'sadness', 'neutral']",false,:,B-amazement-d3-v3
N-amazement-d3-c4,neutral,neutral,3,178,177,llama1b_base,"['joy', 'curiosity', 'surprise', 'confusion', 'happiness']",false,:,B-amazement-d3-v4
N-ecstasy-d1-c1,neutral,neutral,1,182,181,llama1b_base,"['joy', 'surprise', 'happiness', 'confusion', 'curiosity']",false,:,B-ecstasy-d1-v1
N-ecstasy-d1-c2,neutral,neutral,1,156,155,llama1b_base,"['surprise', 'joy', 'happiness', 'relief', 'excitement']",false,:,B-ecstasy-d1-v2
N-ecstasy-d1-c3,neutral,neutral,1,178,177,llama1b_base,"['joy', 'surprise', 'happiness', 'excitement', 'relief']",false,:,B-ecstasy-d1-v3
N-ecstasy-d1-c4,neutral,neutral,1,167,166,llama1b_base,"['joy', 'surprise', 'curiosity', 'confusion', 'happiness']",false,:,B-ecstasy-d1-v4
N-ecstasy-d2-c1,neutral,neutral,2,174,173,llama1b_base,"['surprise', 'joy', 'happiness', 'relief', 'confusion']",false,:,B-ecstasy-d2-v1
N-ecstasy-d2-c2,neutral,neutral,2,163,162,llama1b_base,"['joy', 'surprise', 'happiness', 'sadness', 'relief']",false,:,B-ecstasy-d2-v2
N-ecstasy-d2-c3,neutral,neutral,2,171,170,llama1b_base,"['surprise', 'joy', 'sadness', 'happiness', 'confusion']",false,:,B-ecstasy-d2-v3
N-ecstasy-d2-c4,neutral,neutral,2,175,174,llama1b_base,"['sadness', 'surprise', 'confusion', 'curiosity', 'joy']",false,:,B-ecstasy-d2-v4
N-ecstasy-d3-c1,neutral,neutral,3,164,163,llama1b_base,"['joy', 'relief', 'happiness', 'excitement', 'surprise']",false,:,B-ecstasy-d3-v1
N-ecstasy-d3-c2,neutral,neutral,3,165,164,llama1b_base,"['joy', 'surprise', 'relief', 'happiness', 'fear']",false,:,B-ecstasy-d3-v2
N-ecstasy-d3-c3,neutral,neutral,3,163,162,llama1b_base,"['joy', 'surprise', 'happiness', 'excitement', 'relief']",false,:,B-ecstasy-d3-v3
N-ecstasy-d3-c4,neutral,neutral,3,178,177,llama1b_base,"['joy', 'surprise', 'confusion', 'curiosity', 'happiness']",false,:,B-ecstasy-d3-v4
N-grief-d1-c1,neutral,neutral,1,151,150,llama1b_base,"['surprise', 'confusion', 'joy', 'happiness', 'sadness']",false,:,B-grief-d1-v1
N-grief-d1-c2,neutral,neutral,1,145,144,llama1b_base,"['confusion', 'surprise', 'sadness', 'joy', 'happiness']",false,:,B-grief-d1-v2
N-grief-d1-c3,neutral,neutral,1,151,150,llama1b_base,"['sadness', 'surprise', 'joy', 'happiness', 'confusion']",false,:,B-grief-d1-v3
N-grief-d1-c4,neutral,neutral,1,150,149,llama1b_base,"['surprise', 'joy', 'curiosity', 'happiness', 'confusion']",false,:,B-grief-d1-v4
N-grief-d2-c1,neutral,neutral,2,160,159,llama1b_base,"['joy', 'surprise', 'happiness', 'relief', 'confusion']",false,:,B-grief-d2-v1
N-grief-d2-c2,neutral,neutral,2,166,165,llama1b_base,"['joy', 'surprise', 'happiness', 'content', 'sadness']",false,:,B-grief-d2-v2
N-grief-d2-c3,neutral,neutral,2,149,148,llama1b_base,"['sadness', 'surprise', 'joy', 'happiness', 'relief']",false,:,B-grief-d2-v3
N-grief-d2-c4,neutral,neutral,2,158,157,llama1b_base,"['sadness', 'surprise', 'curiosity', 'joy', 'confusion']",false,:,B-grief-d2-v4
N-grief-d3-c1,neutral,neutral,3,153,152,llama1b_base,"['surprise', 'confusion', 'joy', 'happiness', 'sadness']",false,:,B-grief-d3-v1
N-grief-d3-c2,neutral,neutral,3,160,159,llama1b_base,"['sadness', 'joy', 'happiness', 'guilt', 'surprise']",false,:,B-grief-d3-v2
N-grief-d3-c3,neutral,neutral,3,153,152,llama1b_base,"['surprise', 'joy', 'happiness', 'confusion', 'sadness']",false,:,B-grief-d3-v3
N-grief-d3-c4,neutral,neutral,3,152,151,llama1b_base,"['joy', 'surprise', 'confusion', 'happiness', 'sadness']",false,:,B-grief-d3-v4
N-loathing-d1-c1,neutral,neutral,1,154,153,llama1b_base,"['surprise', 'joy', 'happiness', 'sadness', 'confusion']",false,:,B-loathing-d1-v1
N-loathing-d1-c2,neutral,neutral,1,166,165,llama1b_base,"['surprise', 'joy', 'relief', 'happiness', 'satisfaction']",false,:,B-loathing-d1-v2
N-loathing-d1-c3,neutral,neutral,1,161,160,llama1b_base,"['joy', 'happiness', 'surprise', 'relief', 'content']",false,:,B-loathing-d1-v3
N-loathing-d1-c4,neutral,neutral,1,171,170,llama1b_base,"['joy', 'surprise', 'pride', 'gratitude', 'happiness']",false,:,B-loathing-d1-v4
N-loathing-d2-c1,neutral,neutral,2,166,165,llama1b_base,"['surprise', 'joy', 'confusion', 'curiosity', 'relief']",false,:,B-loathing-d2-v1
N-loathing-d2-c2,neutral,neutral,2,174,173,llama1b_base,"['surprise', 'joy', 'curiosity', 'anticipation', 'happiness']",false,:,B-loathing-d2-v2
N-loathing-d2-c3,neutral,neutral,2,185,184,llama1b_base,"['surprise', 'joy', 'sadness', 'happiness', 'confusion']",false,:,B-loathing-d2-v3
N-loathing-d2-c4,neutral,neutral,2,176,175,llama1b_base,"['surprise', 'joy', 'happiness', 'curiosity', 'content']",false,:,B-loathing-d2-v4
N-loathing-d3-c1,neutral,neutral,3,164,163,llama1b_base,"['joy', 'happiness', 'pride', 'surprise', 'gratitude']",false,:,B-loathing-d3-v1
N-loathing-d3-c2,neutral,neutral,3,152,151,llama1b_base,"['pride', 'joy', 'happiness', 'surprise', 'satisfaction']",false,:,B-loathing-d3-v2
N-loathing-d3-c3,neutral,neutral,3,163,162,llama1b_base,"['surprise', 'joy', 'confusion', 'curiosity', 'happiness']",false,:,B-loathing-d3-v3
N-loathing-d3-c4,neutral,neutral,3,164,163,llama1b_base,"['joy', 'surprise', 'happiness', 'confusion', 'sadness']",false,:,B-loathing-d3-v4
N-rage-d1-c1,neutral,neutral,1,147,146,llama1b_base,"['surprise', 'joy', 'happiness', 'confusion', 'relief']",false,:,B-rage-d1-v1
N-rage-d1-c2,neutral,neutral,1,151,150,llama1b_base,"['joy', 'surprise', 'happiness', 'pride', 'relief']",false,:,B-rage-d1-v2
N-rage-d1-c3,neutral,neutral,1,153,152,llama1b_base,"['joy', 'happiness', 'surprise', 'sadness', 'relief']",false,:,B-rage-d1-v3
N-rage-d1-c4,neutral,neutral,1,148,147,llama1b_base,"['surprise', 'joy', 'relief', 'happiness', 'sadness']",false,:,B-rage-d1-v4
N-rage-d2-c1,neutral,neutral,2,136,135,llama1b_base,"['joy', 'happiness', 'surprise', 'relief', 'confusion']",false,:,B-rage-d2-v1
N-rage-d2-c2,neutral,neutral,2,144,143,llama1b_base,"['surprise', 'joy', 'sadness', 'happiness', 'relief']",false,:,B-rage-d2-v2
N-rage-d2-c3,neutral,neutral,2,150,149,llama1b_base,"['relief', 'joy', 'surprise', 'happiness', 'satisfaction']",false,:,B-rage-d2-v3
N-rage-d2-c4,neutral,neutral,2,146,145,llama1b_base,"['surprise', 'confusion', 'sadness', 'joy', 'curiosity']",false,:,B-rage-d2-v4
N-rage-d3-c1,neutral,neutral,3,145,144,llama1b_base,"['surprise', 'relief', 'joy', 'sadness', 'happiness']",false,:,B-rage-d3-v1
N-rage-d3-c2,neutral,neutral,3,152,151,llama1b_base,"['surprise', 'confusion', 'joy', 'curiosity', 'anger']",false,:,B-rage-d3-v2
N-rage-d3-c3,neutral,neutral,3,148,147,llama1b_base,"['joy', 'pride', 'happiness', 'surprise', 'gratitude']",false,:,B-rage-d3-v3
N-rage-d3-c4,neutral,neutral,3,152,151,llama1b_base,"['surprise', 'curiosity', 'confusion', 'joy', 'anger']",false,:,B-rage-d3-v4
N-terror-d1-c1,neutral,neutral,1,168,167,llama1b_base,"['surprise', 'fear', 'confusion', 'curiosity', 'joy']",false,:,B-terror-d1-v1
N-terror-d1-c2,neutral,neutral,1,163,162,llama1b_base,"['confusion', 'surprise', 'joy', 'fear', 'anger']",false,:,B-terror-d1-v2
N-terror-d1-c3,neutral,neutral,1,169,168,llama1b_base,"['sadness', 'joy', 'happiness', 'surprise', 'confusion']",false,:,B-terror-d1-v3
N-terror-d1-c4,neutral,neutral,1,169,168,llama1b_base,"['fear', 'anxiety', 'surprise', 'relief', 'anticipation']",false,:,B-terror-d1-v4
N-terror-d2-c1,neutral,neutral,2,169,168,llama1b_base,"['joy', 'surprise', 'happiness', 'relief', 'curiosity']",false,:,B-terror-d2-v1
N-terror-d2-c2,neutral,neutral,2,170,169,llama1b_base,"['joy', 'sadness', 'surprise', 'content', 'happiness']",false,:,B-terror-d2-v2
